data_provider,institutionCode,variable,counts
idigbio,IRVC,has_acceptedNameUsage,0
idigbio,IRVC,has_locality,5662
idigbio,IRVC,has_countryCode,5672
idigbio,IRVC,has_coordinates,4943
idigbio,IRVC,has_image,0
idigbio,IRVC,has_dateIdentified,0
idigbio,IRVC,has_identifiedBy,0
idigbio,IRVC,has_recordedBy,5668
idigbio,IRVC,has_eventDate,5647
idigbio,"SEL,AMES",total,1
idigbio,"SEL,AMES",has_collectionCode,0
idigbio,"SEL,AMES",has_catalogNumber,1
idigbio,"SEL,AMES",has_scientificName,1
idigbio,"SEL,AMES",has_acceptedNameUsage,0
idigbio,"SEL,AMES",has_locality,0
idigbio,"SEL,AMES",has_countryCode,1
idigbio,"SEL,AMES",has_coordinates,0
idigbio,"SEL,AMES",has_image,0
idigbio,"SEL,AMES",has_dateIdentified,1
idigbio,"SEL,AMES",has_identifiedBy,1
idigbio,"SEL,AMES",has_recordedBy,1
idigbio,"SEL,AMES",has_eventDate,0
idigbio,USF,total,241732
idigbio,USF,has_collectionCode,224594
idigbio,USF,has_catalogNumber,241732
idigbio,USF,has_scientificName,241732
idigbio,USF,has_acceptedNameUsage,0
idigbio,USF,has_locality,230628
idigbio,USF,has_countryCode,240202
idigbio,USF,has_coordinates,51993
idigbio,USF,has_image,240103
idigbio,USF,has_dateIdentified,93564
idigbio,USF,has_identifiedBy,108846
idigbio,USF,has_recordedBy,241606
idigbio,USF,has_eventDate,237998
idigbio,University of New Hampshire,total,86144
idigbio,University of New Hampshire,has_collectionCode,86144
idigbio,University of New Hampshire,has_catalogNumber,86144
idigbio,University of New Hampshire,has_scientificName,86144
idigbio,University of New Hampshire,has_acceptedNameUsage,0
idigbio,University of New Hampshire,has_locality,34388
idigbio,University of New Hampshire,has_countryCode,86136
idigbio,University of New Hampshire,has_coordinates,65
idigbio,University of New Hampshire,has_image,84560
idigbio,University of New Hampshire,has_dateIdentified,836
idigbio,University of New Hampshire,has_identifiedBy,836
idigbio,University of New Hampshire,has_recordedBy,85250
idigbio,University of New Hampshire,has_eventDate,84581
idigbio,MONT,total,53260
idigbio,MONT,has_collectionCode,44764
idigbio,MONT,has_catalogNumber,53216
idigbio,MONT,has_scientificName,53260
idigbio,MONT,has_acceptedNameUsage,44098
idigbio,MONT,has_locality,52305
idigbio,MONT,has_countryCode,52997
idigbio,MONT,has_coordinates,40089
idigbio,MONT,has_image,52587
idigbio,MONT,has_dateIdentified,24078
idigbio,MONT,has_identifiedBy,27611
idigbio,MONT,has_recordedBy,53063
idigbio,MONT,has_eventDate,51420
idigbio,Central Connecticut State University,total,1785
idigbio,Central Connecticut State University,has_collectionCode,1785
idigbio,Central Connecticut State University,has_catalogNumber,1785
idigbio,Central Connecticut State University,has_scientificName,1785
idigbio,Central Connecticut State University,has_acceptedNameUsage,0
idigbio,Central Connecticut State University,has_locality,831
idigbio,Central Connecticut State University,has_countryCode,1770
idigbio,Central Connecticut State University,has_coordinates,0
idigbio,Central Connecticut State University,has_image,1784
idigbio,Central Connecticut State University,has_dateIdentified,50
idigbio,Central Connecticut State University,has_identifiedBy,1120
idigbio,Central Connecticut State University,has_recordedBy,1771
idigbio,Central Connecticut State University,has_eventDate,1731
idigbio,PH,total,484503
idigbio,PH,has_collectionCode,0
idigbio,PH,has_catalogNumber,484503
idigbio,PH,has_scientificName,484503
idigbio,PH,has_acceptedNameUsage,0
idigbio,PH,has_locality,171931
idigbio,PH,has_countryCode,482534
idigbio,PH,has_coordinates,28010
idigbio,PH,has_image,446709
idigbio,PH,has_dateIdentified,16169
idigbio,PH,has_identifiedBy,29362
idigbio,PH,has_recordedBy,180140
idigbio,PH,has_eventDate,169870
idigbio,UCHT,total,43163
idigbio,UCHT,has_collectionCode,1
idigbio,UCHT,has_catalogNumber,42101
idigbio,UCHT,has_scientificName,43163
idigbio,UCHT,has_acceptedNameUsage,0
idigbio,UCHT,has_locality,6837
idigbio,UCHT,has_countryCode,42684
idigbio,UCHT,has_coordinates,33
idigbio,UCHT,has_image,9947
idigbio,UCHT,has_dateIdentified,687
idigbio,UCHT,has_identifiedBy,745
idigbio,UCHT,has_recordedBy,9007
idigbio,UCHT,has_eventDate,8642
idigbio,BDWR,total,2524
idigbio,BDWR,has_collectionCode,0
idigbio,BDWR,has_catalogNumber,2524
idigbio,BDWR,has_scientificName,2524
idigbio,BDWR,has_acceptedNameUsage,0
idigbio,BDWR,has_locality,0
idigbio,BDWR,has_countryCode,2439
idigbio,BDWR,has_coordinates,0
idigbio,BDWR,has_image,0
idigbio,BDWR,has_dateIdentified,0
idigbio,BDWR,has_identifiedBy,0
idigbio,BDWR,has_recordedBy,0
idigbio,BDWR,has_eventDate,0
idigbio,CATA,total,2832
idigbio,CATA,has_collectionCode,2832
idigbio,CATA,has_catalogNumber,2832
idigbio,CATA,has_scientificName,2832
idigbio,CATA,has_acceptedNameUsage,0
idigbio,CATA,has_locality,2832
idigbio,CATA,has_countryCode,2832
idigbio,CATA,has_coordinates,1475
idigbio,CATA,has_image,0
idigbio,CATA,has_dateIdentified,0
idigbio,CATA,has_identifiedBy,0
idigbio,CATA,has_recordedBy,2827
idigbio,CATA,has_eventDate,2829
idigbio,USU-UTC,total,25
idigbio,USU-UTC,has_collectionCode,25
idigbio,USU-UTC,has_catalogNumber,25
idigbio,USU-UTC,has_scientificName,25
idigbio,USU-UTC,has_acceptedNameUsage,0
idigbio,USU-UTC,has_locality,25
idigbio,USU-UTC,has_countryCode,25
idigbio,USU-UTC,has_coordinates,25
idigbio,USU-UTC,has_image,25
idigbio,USU-UTC,has_dateIdentified,25
idigbio,USU-UTC,has_identifiedBy,25
idigbio,USU-UTC,has_recordedBy,25
idigbio,USU-UTC,has_eventDate,25
idigbio,KU,total,384831
idigbio,KU,has_collectionCode,384831
idigbio,KU,has_catalogNumber,384826
idigbio,KU,has_scientificName,384831
idigbio,KU,has_acceptedNameUsage,0
idigbio,KU,has_locality,376930
idigbio,KU,has_countryCode,366968
idigbio,KU,has_coordinates,278936
idigbio,KU,has_image,0
idigbio,KU,has_dateIdentified,0
idigbio,KU,has_identifiedBy,233492
idigbio,KU,has_recordedBy,362646
idigbio,KU,has_eventDate,315530
idigbio,NY,total,3929270
idigbio,NY,has_collectionCode,3929269
idigbio,NY,has_catalogNumber,3929270
idigbio,NY,has_scientificName,3929259
idigbio,NY,has_acceptedNameUsage,0
idigbio,NY,has_locality,2288981
idigbio,NY,has_countryCode,2503088
idigbio,NY,has_coordinates,1282421
idigbio,NY,has_image,2836563
idigbio,NY,has_dateIdentified,619691
idigbio,NY,has_identifiedBy,828065
idigbio,NY,has_recordedBy,2538977
idigbio,NY,has_eventDate,2350050
idigbio,TTRS,total,10505
idigbio,TTRS,has_collectionCode,10505
idigbio,TTRS,has_catalogNumber,10505
idigbio,TTRS,has_scientificName,10505
idigbio,TTRS,has_acceptedNameUsage,0
idigbio,TTRS,has_locality,10383
idigbio,TTRS,has_countryCode,10505
idigbio,TTRS,has_coordinates,10459
idigbio,TTRS,has_image,10043
idigbio,TTRS,has_dateIdentified,0
idigbio,TTRS,has_identifiedBy,0
idigbio,TTRS,has_recordedBy,10445
idigbio,TTRS,has_eventDate,507
idigbio,MIN,total,536581
idigbio,MIN,has_collectionCode,536581
idigbio,MIN,has_catalogNumber,535199
idigbio,MIN,has_scientificName,536581
idigbio,MIN,has_acceptedNameUsage,0
idigbio,MIN,has_locality,388402
idigbio,MIN,has_countryCode,458220
idigbio,MIN,has_coordinates,224757
idigbio,MIN,has_image,291974
idigbio,MIN,has_dateIdentified,29180
idigbio,MIN,has_identifiedBy,33630
idigbio,MIN,has_recordedBy,455601
idigbio,MIN,has_eventDate,404658
idigbio,NCSC,total,76822
idigbio,NCSC,has_collectionCode,40092
idigbio,NCSC,has_catalogNumber,76787
idigbio,NCSC,has_scientificName,76822
idigbio,NCSC,has_acceptedNameUsage,0
idigbio,NCSC,has_locality,40046
idigbio,NCSC,has_countryCode,75360
idigbio,NCSC,has_coordinates,3415
idigbio,NCSC,has_image,71478
idigbio,NCSC,has_dateIdentified,2471
idigbio,NCSC,has_identifiedBy,429
idigbio,NCSC,has_recordedBy,43317
idigbio,NCSC,has_eventDate,39451
idigbio,FTG,total,540
idigbio,FTG,has_collectionCode,0
idigbio,FTG,has_catalogNumber,540
idigbio,FTG,has_scientificName,540
idigbio,FTG,has_acceptedNameUsage,0
idigbio,FTG,has_locality,539
idigbio,FTG,has_countryCode,540
idigbio,FTG,has_coordinates,539
idigbio,FTG,has_image,538
idigbio,FTG,has_dateIdentified,9
idigbio,FTG,has_identifiedBy,131
idigbio,FTG,has_recordedBy,539
idigbio,FTG,has_eventDate,518
idigbio,CRMO,total,2649
idigbio,CRMO,has_collectionCode,2649
idigbio,CRMO,has_catalogNumber,2649
idigbio,CRMO,has_scientificName,2649
idigbio,CRMO,has_acceptedNameUsage,2624
idigbio,CRMO,has_locality,2628
idigbio,CRMO,has_countryCode,2644
idigbio,CRMO,has_coordinates,586
idigbio,CRMO,has_image,2631
idigbio,CRMO,has_dateIdentified,2004
idigbio,CRMO,has_identifiedBy,2502
idigbio,CRMO,has_recordedBy,2648
idigbio,CRMO,has_eventDate,2619
idigbio,OS,total,49574
idigbio,OS,has_collectionCode,30340
idigbio,OS,has_catalogNumber,49572
idigbio,OS,has_scientificName,49574
idigbio,OS,has_acceptedNameUsage,0
idigbio,OS,has_locality,3664
idigbio,OS,has_countryCode,48554
idigbio,OS,has_coordinates,25417
idigbio,OS,has_image,47617
idigbio,OS,has_dateIdentified,3451
idigbio,OS,has_identifiedBy,9227
idigbio,OS,has_recordedBy,40561
idigbio,OS,has_eventDate,35536
idigbio,MU,total,145035
idigbio,MU,has_collectionCode,0
idigbio,MU,has_catalogNumber,145035
idigbio,MU,has_scientificName,145035
idigbio,MU,has_acceptedNameUsage,0
idigbio,MU,has_locality,61103
idigbio,MU,has_countryCode,104997
idigbio,MU,has_coordinates,23070
idigbio,MU,has_image,139464
idigbio,MU,has_dateIdentified,21475
idigbio,MU,has_identifiedBy,25463
idigbio,MU,has_recordedBy,108354
idigbio,MU,has_eventDate,101304
idigbio,CNC,total,8
idigbio,CNC,has_collectionCode,0
idigbio,CNC,has_catalogNumber,8
idigbio,CNC,has_scientificName,8
idigbio,CNC,has_acceptedNameUsage,0
idigbio,CNC,has_locality,8
idigbio,CNC,has_countryCode,8
idigbio,CNC,has_coordinates,8
idigbio,CNC,has_image,0
idigbio,CNC,has_dateIdentified,6
idigbio,CNC,has_identifiedBy,8
idigbio,CNC,has_recordedBy,8
idigbio,CNC,has_eventDate,8
idigbio,COLO,total,314618
idigbio,COLO,has_collectionCode,263954
idigbio,COLO,has_catalogNumber,314618
idigbio,COLO,has_scientificName,314618
idigbio,COLO,has_acceptedNameUsage,0
idigbio,COLO,has_locality,215714
idigbio,COLO,has_countryCode,313956
idigbio,COLO,has_coordinates,88170
idigbio,COLO,has_image,299783
idigbio,COLO,has_dateIdentified,88265
idigbio,COLO,has_identifiedBy,94232
idigbio,COLO,has_recordedBy,266799
idigbio,COLO,has_eventDate,221863
idigbio,EKY,total,80178
idigbio,EKY,has_collectionCode,0
idigbio,EKY,has_catalogNumber,76607
idigbio,EKY,has_scientificName,80178
idigbio,EKY,has_acceptedNameUsage,0
idigbio,EKY,has_locality,75421
idigbio,EKY,has_countryCode,80166
idigbio,EKY,has_coordinates,2779
idigbio,EKY,has_image,74448
idigbio,EKY,has_dateIdentified,12439
idigbio,EKY,has_identifiedBy,13842
idigbio,EKY,has_recordedBy,79967
idigbio,EKY,has_eventDate,76447
idigbio,SDSU,total,33534
idigbio,SDSU,has_collectionCode,33534
idigbio,SDSU,has_catalogNumber,33533
idigbio,SDSU,has_scientificName,33534
idigbio,SDSU,has_acceptedNameUsage,0
idigbio,SDSU,has_locality,32308
idigbio,SDSU,has_countryCode,33532
idigbio,SDSU,has_coordinates,18416
idigbio,SDSU,has_image,2
idigbio,SDSU,has_dateIdentified,16656
idigbio,SDSU,has_identifiedBy,16694
idigbio,SDSU,has_recordedBy,33282
idigbio,SDSU,has_eventDate,32934
idigbio,MEM,total,13570
idigbio,MEM,has_collectionCode,0
idigbio,MEM,has_catalogNumber,13569
idigbio,MEM,has_scientificName,13570
idigbio,MEM,has_acceptedNameUsage,0
idigbio,MEM,has_locality,19
idigbio,MEM,has_countryCode,13566
idigbio,MEM,has_coordinates,10
idigbio,MEM,has_image,0
idigbio,MEM,has_dateIdentified,112
idigbio,MEM,has_identifiedBy,112
idigbio,MEM,has_recordedBy,13570
idigbio,MEM,has_eventDate,13189
idigbio,CSUSB,total,2003
idigbio,CSUSB,has_collectionCode,2003
idigbio,CSUSB,has_catalogNumber,2003
idigbio,CSUSB,has_scientificName,2003
idigbio,CSUSB,has_acceptedNameUsage,0
idigbio,CSUSB,has_locality,1976
idigbio,CSUSB,has_countryCode,2003
idigbio,CSUSB,has_coordinates,1407
idigbio,CSUSB,has_image,0
idigbio,CSUSB,has_dateIdentified,0
idigbio,CSUSB,has_identifiedBy,0
idigbio,CSUSB,has_recordedBy,2003
idigbio,CSUSB,has_eventDate,1941
idigbio,BPI,total,747457
idigbio,BPI,has_collectionCode,0
idigbio,BPI,has_catalogNumber,747457
idigbio,BPI,has_scientificName,710997
idigbio,BPI,has_acceptedNameUsage,0
idigbio,BPI,has_locality,692318
idigbio,BPI,has_countryCode,692342
idigbio,BPI,has_coordinates,0
idigbio,BPI,has_image,0
idigbio,BPI,has_dateIdentified,0
idigbio,BPI,has_identifiedBy,379319
idigbio,BPI,has_recordedBy,703856
idigbio,BPI,has_eventDate,671363
idigbio,EMC,total,9434
idigbio,EMC,has_collectionCode,0
idigbio,EMC,has_catalogNumber,8835
idigbio,EMC,has_scientificName,9434
idigbio,EMC,has_acceptedNameUsage,0
idigbio,EMC,has_locality,8603
idigbio,EMC,has_countryCode,9215
idigbio,EMC,has_coordinates,2057
idigbio,EMC,has_image,8543
idigbio,EMC,has_dateIdentified,1117
idigbio,EMC,has_identifiedBy,3230
idigbio,EMC,has_recordedBy,9096
idigbio,EMC,has_eventDate,8643
idigbio,NLU,total,10250
idigbio,NLU,has_collectionCode,0
idigbio,NLU,has_catalogNumber,10249
idigbio,NLU,has_scientificName,10250
idigbio,NLU,has_acceptedNameUsage,0
idigbio,NLU,has_locality,4688
idigbio,NLU,has_countryCode,10238
idigbio,NLU,has_coordinates,270
idigbio,NLU,has_image,9620
idigbio,NLU,has_dateIdentified,423
idigbio,NLU,has_identifiedBy,438
idigbio,NLU,has_recordedBy,10150
idigbio,NLU,has_eventDate,10084
idigbio,RHNM,total,6
idigbio,RHNM,has_collectionCode,0
idigbio,RHNM,has_catalogNumber,6
idigbio,RHNM,has_scientificName,6
idigbio,RHNM,has_acceptedNameUsage,0
idigbio,RHNM,has_locality,6
idigbio,RHNM,has_countryCode,6
idigbio,RHNM,has_coordinates,6
idigbio,RHNM,has_image,6
idigbio,RHNM,has_dateIdentified,5
idigbio,RHNM,has_identifiedBy,5
idigbio,RHNM,has_recordedBy,6
idigbio,RHNM,has_eventDate,6
idigbio,NCSU,total,4
idigbio,NCSU,has_collectionCode,0
idigbio,NCSU,has_catalogNumber,4
idigbio,NCSU,has_scientificName,4
idigbio,NCSU,has_acceptedNameUsage,0
idigbio,NCSU,has_locality,4
idigbio,NCSU,has_countryCode,4
idigbio,NCSU,has_coordinates,0
idigbio,NCSU,has_image,0
idigbio,NCSU,has_dateIdentified,4
idigbio,NCSU,has_identifiedBy,4
idigbio,NCSU,has_recordedBy,4
idigbio,NCSU,has_eventDate,4
idigbio,CHRB,total,60439
idigbio,CHRB,has_collectionCode,15
idigbio,CHRB,has_catalogNumber,60438
idigbio,CHRB,has_scientificName,60439
idigbio,CHRB,has_acceptedNameUsage,0
idigbio,CHRB,has_locality,25558
idigbio,CHRB,has_countryCode,46068
idigbio,CHRB,has_coordinates,4175
idigbio,CHRB,has_image,54203
idigbio,CHRB,has_dateIdentified,7474
idigbio,CHRB,has_identifiedBy,8697
idigbio,CHRB,has_recordedBy,34838
idigbio,CHRB,has_eventDate,31501
idigbio,UNA,total,2394
idigbio,UNA,has_collectionCode,0
idigbio,UNA,has_catalogNumber,2394
idigbio,UNA,has_scientificName,2394
idigbio,UNA,has_acceptedNameUsage,0
idigbio,UNA,has_locality,2388
idigbio,UNA,has_countryCode,2377
idigbio,UNA,has_coordinates,2229
idigbio,UNA,has_image,2363
idigbio,UNA,has_dateIdentified,490
idigbio,UNA,has_identifiedBy,525
idigbio,UNA,has_recordedBy,2394
idigbio,UNA,has_eventDate,2302
idigbio,SALK,total,500
idigbio,SALK,has_collectionCode,0
idigbio,SALK,has_catalogNumber,500
idigbio,SALK,has_scientificName,500
idigbio,SALK,has_acceptedNameUsage,0
idigbio,SALK,has_locality,472
idigbio,SALK,has_countryCode,500
idigbio,SALK,has_coordinates,466
idigbio,SALK,has_image,475
idigbio,SALK,has_dateIdentified,468
idigbio,SALK,has_identifiedBy,473
idigbio,SALK,has_recordedBy,499
idigbio,SALK,has_eventDate,478
idigbio,UCM,total,230
idigbio,UCM,has_collectionCode,230
idigbio,UCM,has_catalogNumber,230
idigbio,UCM,has_scientificName,230
idigbio,UCM,has_acceptedNameUsage,0
idigbio,UCM,has_locality,230
idigbio,UCM,has_countryCode,223
idigbio,UCM,has_coordinates,14
idigbio,UCM,has_image,0
idigbio,UCM,has_dateIdentified,215
idigbio,UCM,has_identifiedBy,216
idigbio,UCM,has_recordedBy,217
idigbio,UCM,has_eventDate,212
idigbio,BOIS,total,10409
idigbio,BOIS,has_collectionCode,10409
idigbio,BOIS,has_catalogNumber,7633
idigbio,BOIS,has_scientificName,10409
idigbio,BOIS,has_acceptedNameUsage,10337
idigbio,BOIS,has_locality,10114
idigbio,BOIS,has_countryCode,10229
idigbio,BOIS,has_coordinates,386
idigbio,BOIS,has_image,7366
idigbio,BOIS,has_dateIdentified,1760
idigbio,BOIS,has_identifiedBy,6781
idigbio,BOIS,has_recordedBy,10370
idigbio,BOIS,has_eventDate,9741
idigbio,KIRI,total,7173
idigbio,KIRI,has_collectionCode,0
idigbio,KIRI,has_catalogNumber,7173
idigbio,KIRI,has_scientificName,7173
idigbio,KIRI,has_acceptedNameUsage,0
idigbio,KIRI,has_locality,7173
idigbio,KIRI,has_countryCode,5841
idigbio,KIRI,has_coordinates,5820
idigbio,KIRI,has_image,7173
idigbio,KIRI,has_dateIdentified,0
idigbio,KIRI,has_identifiedBy,2
idigbio,KIRI,has_recordedBy,7148
idigbio,KIRI,has_eventDate,4894
idigbio,ISC,total,102139
idigbio,ISC,has_collectionCode,0
idigbio,ISC,has_catalogNumber,98333
idigbio,ISC,has_scientificName,102139
idigbio,ISC,has_acceptedNameUsage,0
idigbio,ISC,has_locality,54532
idigbio,ISC,has_countryCode,81213
idigbio,ISC,has_coordinates,34946
idigbio,ISC,has_image,53217
idigbio,ISC,has_dateIdentified,8462
idigbio,ISC,has_identifiedBy,25311
idigbio,ISC,has_recordedBy,77281
idigbio,ISC,has_eventDate,74922
idigbio,USCH,total,104983
idigbio,USCH,has_collectionCode,104539
idigbio,USCH,has_catalogNumber,58685
idigbio,USCH,has_scientificName,104983
idigbio,USCH,has_acceptedNameUsage,0
idigbio,USCH,has_locality,99001
idigbio,USCH,has_countryCode,102575
idigbio,USCH,has_coordinates,21042
idigbio,USCH,has_image,55202
idigbio,USCH,has_dateIdentified,671
idigbio,USCH,has_identifiedBy,103066
idigbio,USCH,has_recordedBy,103787
idigbio,USCH,has_eventDate,94129
idigbio,Brown,total,72097
idigbio,Brown,has_collectionCode,72097
idigbio,Brown,has_catalogNumber,72097
idigbio,Brown,has_scientificName,72097
idigbio,Brown,has_acceptedNameUsage,0
idigbio,Brown,has_locality,43986
idigbio,Brown,has_countryCode,67603
idigbio,Brown,has_coordinates,3071
idigbio,Brown,has_image,61895
idigbio,Brown,has_dateIdentified,0
idigbio,Brown,has_identifiedBy,0
idigbio,Brown,has_recordedBy,59945
idigbio,Brown,has_eventDate,52546
idigbio,BUT,total,48078
idigbio,BUT,has_collectionCode,43165
idigbio,BUT,has_catalogNumber,48077
idigbio,BUT,has_scientificName,48078
idigbio,BUT,has_acceptedNameUsage,0
idigbio,BUT,has_locality,45970
idigbio,BUT,has_countryCode,47982
idigbio,BUT,has_coordinates,2936
idigbio,BUT,has_image,24743
idigbio,BUT,has_dateIdentified,552
idigbio,BUT,has_identifiedBy,4671
idigbio,BUT,has_recordedBy,48000
idigbio,BUT,has_eventDate,46977
idigbio,CUP,total,71997
idigbio,CUP,has_collectionCode,43
idigbio,CUP,has_catalogNumber,71995
idigbio,CUP,has_scientificName,67951
idigbio,CUP,has_acceptedNameUsage,0
idigbio,CUP,has_locality,55545
idigbio,CUP,has_countryCode,61589
idigbio,CUP,has_coordinates,917
idigbio,CUP,has_image,17617
idigbio,CUP,has_dateIdentified,3373
idigbio,CUP,has_identifiedBy,31228
idigbio,CUP,has_recordedBy,60292
idigbio,CUP,has_eventDate,53589
idigbio,ETSU,total,11116
idigbio,ETSU,has_collectionCode,0
idigbio,ETSU,has_catalogNumber,6658
idigbio,ETSU,has_scientificName,11116
idigbio,ETSU,has_acceptedNameUsage,0
idigbio,ETSU,has_locality,7391
idigbio,ETSU,has_countryCode,10447
idigbio,ETSU,has_coordinates,3397
idigbio,ETSU,has_image,0
idigbio,ETSU,has_dateIdentified,7
idigbio,ETSU,has_identifiedBy,122
idigbio,ETSU,has_recordedBy,7444
idigbio,ETSU,has_eventDate,7468
idigbio,CAU,total,5377
idigbio,CAU,has_collectionCode,0
idigbio,CAU,has_catalogNumber,5377
idigbio,CAU,has_scientificName,5377
idigbio,CAU,has_acceptedNameUsage,0
idigbio,CAU,has_locality,1693
idigbio,CAU,has_countryCode,5375
idigbio,CAU,has_coordinates,1532
idigbio,CAU,has_image,2523
idigbio,CAU,has_dateIdentified,273
idigbio,CAU,has_identifiedBy,296
idigbio,CAU,has_recordedBy,1707
idigbio,CAU,has_eventDate,1668
idigbio,SENEY,total,741
idigbio,SENEY,has_collectionCode,0
idigbio,SENEY,has_catalogNumber,741
idigbio,SENEY,has_scientificName,741
idigbio,SENEY,has_acceptedNameUsage,0
idigbio,SENEY,has_locality,734
idigbio,SENEY,has_countryCode,730
idigbio,SENEY,has_coordinates,0
idigbio,SENEY,has_image,734
idigbio,SENEY,has_dateIdentified,283
idigbio,SENEY,has_identifiedBy,283
idigbio,SENEY,has_recordedBy,741
idigbio,SENEY,has_eventDate,693
idigbio,DES,total,85787
idigbio,DES,has_collectionCode,1
idigbio,DES,has_catalogNumber,83484
idigbio,DES,has_scientificName,85787
idigbio,DES,has_acceptedNameUsage,0
idigbio,DES,has_locality,82733
idigbio,DES,has_countryCode,85050
idigbio,DES,has_coordinates,81749
idigbio,DES,has_image,75546
idigbio,DES,has_dateIdentified,11247
idigbio,DES,has_identifiedBy,17697
idigbio,DES,has_recordedBy,85761
idigbio,DES,has_eventDate,82126
idigbio,PUL,total,2
idigbio,PUL,has_collectionCode,0
idigbio,PUL,has_catalogNumber,2
idigbio,PUL,has_scientificName,2
idigbio,PUL,has_acceptedNameUsage,0
idigbio,PUL,has_locality,0
idigbio,PUL,has_countryCode,2
idigbio,PUL,has_coordinates,2
idigbio,PUL,has_image,2
idigbio,PUL,has_dateIdentified,0
idigbio,PUL,has_identifiedBy,0
idigbio,PUL,has_recordedBy,2
idigbio,PUL,has_eventDate,2
idigbio,OMA,total,18989
idigbio,OMA,has_collectionCode,0
idigbio,OMA,has_catalogNumber,18989
idigbio,OMA,has_scientificName,18989
idigbio,OMA,has_acceptedNameUsage,0
idigbio,OMA,has_locality,18926
idigbio,OMA,has_countryCode,18579
idigbio,OMA,has_coordinates,5248
idigbio,OMA,has_image,0
idigbio,OMA,has_dateIdentified,0
idigbio,OMA,has_identifiedBy,0
idigbio,OMA,has_recordedBy,18967
idigbio,OMA,has_eventDate,18829
idigbio,HWBA,total,636
idigbio,HWBA,has_collectionCode,0
idigbio,HWBA,has_catalogNumber,634
idigbio,HWBA,has_scientificName,636
idigbio,HWBA,has_acceptedNameUsage,0
idigbio,HWBA,has_locality,557
idigbio,HWBA,has_countryCode,620
idigbio,HWBA,has_coordinates,224
idigbio,HWBA,has_image,2
idigbio,HWBA,has_dateIdentified,64
idigbio,HWBA,has_identifiedBy,88
idigbio,HWBA,has_recordedBy,622
idigbio,HWBA,has_eventDate,610
idigbio,PRI,total,729
idigbio,PRI,has_collectionCode,729
idigbio,PRI,has_catalogNumber,729
idigbio,PRI,has_scientificName,714
idigbio,PRI,has_acceptedNameUsage,0
idigbio,PRI,has_locality,729
idigbio,PRI,has_countryCode,716
idigbio,PRI,has_coordinates,70
idigbio,PRI,has_image,0
idigbio,PRI,has_dateIdentified,1
idigbio,PRI,has_identifiedBy,15
idigbio,PRI,has_recordedBy,194
idigbio,PRI,has_eventDate,12
idigbio,"PT: SEL, USF",total,1
idigbio,"PT: SEL, USF",has_collectionCode,0
idigbio,"PT: SEL, USF",has_catalogNumber,1
idigbio,"PT: SEL, USF",has_scientificName,1
idigbio,"PT: SEL, USF",has_acceptedNameUsage,0
idigbio,"PT: SEL, USF",has_locality,1
idigbio,"PT: SEL, USF",has_countryCode,1
idigbio,"PT: SEL, USF",has_coordinates,1
idigbio,"PT: SEL, USF",has_image,1
idigbio,"PT: SEL, USF",has_dateIdentified,0
idigbio,"PT: SEL, USF",has_identifiedBy,0
idigbio,"PT: SEL, USF",has_recordedBy,1
idigbio,"PT: SEL, USF",has_eventDate,1
idigbio,CDA,total,24115
idigbio,CDA,has_collectionCode,24115
idigbio,CDA,has_catalogNumber,24115
idigbio,CDA,has_scientificName,24115
idigbio,CDA,has_acceptedNameUsage,0
idigbio,CDA,has_locality,23900
idigbio,CDA,has_countryCode,24115
idigbio,CDA,has_coordinates,16902
idigbio,CDA,has_image,0
idigbio,CDA,has_dateIdentified,0
idigbio,CDA,has_identifiedBy,0
idigbio,CDA,has_recordedBy,24113
idigbio,CDA,has_eventDate,24093
idigbio,LEDLIE,total,1402
idigbio,LEDLIE,has_collectionCode,0
idigbio,LEDLIE,has_catalogNumber,0
idigbio,LEDLIE,has_scientificName,1402
idigbio,LEDLIE,has_acceptedNameUsage,0
idigbio,LEDLIE,has_locality,1402
idigbio,LEDLIE,has_countryCode,1402
idigbio,LEDLIE,has_coordinates,1
idigbio,LEDLIE,has_image,0
idigbio,LEDLIE,has_dateIdentified,0
idigbio,LEDLIE,has_identifiedBy,1402
idigbio,LEDLIE,has_recordedBy,1402
idigbio,LEDLIE,has_eventDate,1395
idigbio,SCFS,total,1000
idigbio,SCFS,has_collectionCode,1000
idigbio,SCFS,has_catalogNumber,1000
idigbio,SCFS,has_scientificName,1000
idigbio,SCFS,has_acceptedNameUsage,0
idigbio,SCFS,has_locality,999
idigbio,SCFS,has_countryCode,1000
idigbio,SCFS,has_coordinates,922
idigbio,SCFS,has_image,0
idigbio,SCFS,has_dateIdentified,0
idigbio,SCFS,has_identifiedBy,0
idigbio,SCFS,has_recordedBy,998
idigbio,SCFS,has_eventDate,992
idigbio,TEX,total,1
idigbio,TEX,has_collectionCode,1
idigbio,TEX,has_catalogNumber,1
idigbio,TEX,has_scientificName,1
idigbio,TEX,has_acceptedNameUsage,0
idigbio,TEX,has_locality,1
idigbio,TEX,has_countryCode,1
idigbio,TEX,has_coordinates,0
idigbio,TEX,has_image,1
idigbio,TEX,has_dateIdentified,1
idigbio,TEX,has_identifiedBy,1
idigbio,TEX,has_recordedBy,1
idigbio,TEX,has_eventDate,1
idigbio,HUDC,total,8736
idigbio,HUDC,has_collectionCode,0
idigbio,HUDC,has_catalogNumber,8736
idigbio,HUDC,has_scientificName,8736
