institutionCode,variable,counts
NWOSU,has_identifiedBy,0
NWOSU,has_recordedBy,0
NWOSU,has_eventDate,0
USA962,total,510
USA962,has_collectionCode,510
USA962,has_catalogNumber,510
USA962,has_speciesKey,510
USA962,has_scientificName,510
USA962,has_acceptedNameUsage,0
USA962,has_locality,0
USA962,has_higherGeography,0
USA962,has_countryCode,65
USA962,has_coordinates,0
USA962,has_image,0
USA962,has_dateIdentified,0
USA962,has_identifiedBy,0
USA962,has_recordedBy,0
USA962,has_eventDate,0
ASU,total,369412
ASU,has_collectionCode,250729
ASU,has_catalogNumber,230302
ASU,has_speciesKey,343503
ASU,has_scientificName,369412
ASU,has_acceptedNameUsage,0
ASU,has_locality,357734
ASU,has_higherGeography,0
ASU,has_countryCode,368492
ASU,has_coordinates,313119
ASU,has_image,131354
ASU,has_dateIdentified,39166
ASU,has_identifiedBy,212892
ASU,has_recordedBy,368826
ASU,has_eventDate,358762
SDSM,total,146
SDSM,has_collectionCode,146
SDSM,has_catalogNumber,146
SDSM,has_speciesKey,8
SDSM,has_scientificName,146
SDSM,has_acceptedNameUsage,0
SDSM,has_locality,0
SDSM,has_higherGeography,139
SDSM,has_countryCode,139
SDSM,has_coordinates,0
SDSM,has_image,0
SDSM,has_dateIdentified,0
SDSM,has_identifiedBy,0
SDSM,has_recordedBy,0
SDSM,has_eventDate,59
Logan,total,3
Logan,has_collectionCode,3
Logan,has_catalogNumber,3
Logan,has_speciesKey,3
Logan,has_scientificName,3
Logan,has_acceptedNameUsage,0
Logan,has_locality,0
Logan,has_higherGeography,0
Logan,has_countryCode,3
Logan,has_coordinates,0
Logan,has_image,3
Logan,has_dateIdentified,0
Logan,has_identifiedBy,0
Logan,has_recordedBy,0
Logan,has_eventDate,0
FH,total,235586
FH,has_collectionCode,235586
FH,has_catalogNumber,235586
FH,has_speciesKey,223111
FH,has_scientificName,235586
FH,has_acceptedNameUsage,0
FH,has_locality,232519
FH,has_higherGeography,234388
FH,has_countryCode,230989
FH,has_coordinates,3640
FH,has_image,152932
FH,has_dateIdentified,6968
FH,has_identifiedBy,6881
FH,has_recordedBy,233603
FH,has_eventDate,201992
AMES,total,51297
AMES,has_collectionCode,51297
AMES,has_catalogNumber,51297
AMES,has_speciesKey,48026
AMES,has_scientificName,51297
AMES,has_acceptedNameUsage,0
AMES,has_locality,46916
AMES,has_higherGeography,50126
AMES,has_countryCode,48614
AMES,has_coordinates,1170
AMES,has_image,43752
AMES,has_dateIdentified,13241
AMES,has_identifiedBy,4172
AMES,has_recordedBy,49672
AMES,has_eventDate,44208
CSU,total,9916
CSU,has_collectionCode,9916
CSU,has_catalogNumber,9916
CSU,has_speciesKey,9815
CSU,has_scientificName,9916
CSU,has_acceptedNameUsage,0
CSU,has_locality,0
CSU,has_higherGeography,0
CSU,has_countryCode,0
CSU,has_coordinates,0
CSU,has_image,0
CSU,has_dateIdentified,0
CSU,has_identifiedBy,0
CSU,has_recordedBy,0
CSU,has_eventDate,0
UCSC,total,13206
UCSC,has_collectionCode,0
UCSC,has_catalogNumber,2444
UCSC,has_speciesKey,12204
UCSC,has_scientificName,13206
UCSC,has_acceptedNameUsage,0
UCSC,has_locality,13047
UCSC,has_higherGeography,0
UCSC,has_countryCode,13187
UCSC,has_coordinates,8218
UCSC,has_image,2610
UCSC,has_dateIdentified,480
UCSC,has_identifiedBy,597
UCSC,has_recordedBy,13174
UCSC,has_eventDate,12786
NTSRV,total,218406
NTSRV,has_collectionCode,218406
NTSRV,has_catalogNumber,218406
NTSRV,has_speciesKey,217002
NTSRV,has_scientificName,218406
NTSRV,has_acceptedNameUsage,0
NTSRV,has_locality,0
NTSRV,has_higherGeography,0
NTSRV,has_countryCode,196856
NTSRV,has_coordinates,0
NTSRV,has_image,0
NTSRV,has_dateIdentified,0
NTSRV,has_identifiedBy,0
NTSRV,has_recordedBy,80270
NTSRV,has_eventDate,199546
VT,total,287545
VT,has_collectionCode,0
VT,has_catalogNumber,287542
VT,has_speciesKey,120714
VT,has_scientificName,287545
VT,has_acceptedNameUsage,0
VT,has_locality,41117
VT,has_higherGeography,0
VT,has_countryCode,280793
VT,has_coordinates,93109
VT,has_image,280666
VT,has_dateIdentified,9378
VT,has_identifiedBy,20546
VT,has_recordedBy,78659
VT,has_eventDate,84171
YPM,total,237570
YPM,has_collectionCode,237570
YPM,has_catalogNumber,237570
YPM,has_speciesKey,138069
YPM,has_scientificName,237570
YPM,has_acceptedNameUsage,0
YPM,has_locality,109192
YPM,has_higherGeography,169464
YPM,has_countryCode,169308
YPM,has_coordinates,132971
YPM,has_image,147547
YPM,has_dateIdentified,2803
YPM,has_identifiedBy,7545
YPM,has_recordedBy,156197
YPM,has_eventDate,122764
USA026,total,14341
USA026,has_collectionCode,14341
USA026,has_catalogNumber,14341
USA026,has_speciesKey,12739
USA026,has_scientificName,14341
USA026,has_acceptedNameUsage,0
USA026,has_locality,4727
USA026,has_higherGeography,0
USA026,has_countryCode,12749
USA026,has_coordinates,4457
USA026,has_image,0
USA026,has_dateIdentified,0
USA026,has_identifiedBy,0
USA026,has_recordedBy,0
USA026,has_eventDate,0
UWBM,total,297865
UWBM,has_collectionCode,297865
UWBM,has_catalogNumber,297865
UWBM,has_speciesKey,279344
UWBM,has_scientificName,297865
UWBM,has_acceptedNameUsage,0
UWBM,has_locality,297760
UWBM,has_higherGeography,15
UWBM,has_countryCode,296979
UWBM,has_coordinates,145993
UWBM,has_image,0
UWBM,has_dateIdentified,86218
UWBM,has_identifiedBy,162776
UWBM,has_recordedBy,297824
UWBM,has_eventDate,294174
UAM,total,205686
UAM,has_collectionCode,205686
UAM,has_catalogNumber,205686
UAM,has_speciesKey,195505
UAM,has_scientificName,205686
UAM,has_acceptedNameUsage,0
UAM,has_locality,205686
UAM,has_higherGeography,205686
UAM,has_countryCode,135820
UAM,has_coordinates,126605
UAM,has_image,173287
UAM,has_dateIdentified,200305
UAM,has_identifiedBy,205686
UAM,has_recordedBy,205682
UAM,has_eventDate,200031
AMNH,total,82
AMNH,has_collectionCode,77
AMNH,has_catalogNumber,82
AMNH,has_speciesKey,39
AMNH,has_scientificName,82
AMNH,has_acceptedNameUsage,0
AMNH,has_locality,70
AMNH,has_higherGeography,0
AMNH,has_countryCode,76
AMNH,has_coordinates,4
AMNH,has_image,1
AMNH,has_dateIdentified,53
AMNH,has_identifiedBy,54
AMNH,has_recordedBy,74
AMNH,has_eventDate,0
UTC,total,2934
UTC,has_collectionCode,2934
UTC,has_catalogNumber,2934
UTC,has_speciesKey,2011
UTC,has_scientificName,2934
UTC,has_acceptedNameUsage,0
UTC,has_locality,2875
UTC,has_higherGeography,0
UTC,has_countryCode,2934
UTC,has_coordinates,1579
UTC,has_image,2
UTC,has_dateIdentified,108
UTC,has_identifiedBy,254
UTC,has_recordedBy,2932
UTC,has_eventDate,2439
MO,total,4698453
MO,has_collectionCode,4698453
MO,has_catalogNumber,4698453
MO,has_speciesKey,3942379
MO,has_scientificName,4698453
MO,has_acceptedNameUsage,0
MO,has_locality,4454292
MO,has_higherGeography,0
MO,has_countryCode,4669524
MO,has_coordinates,3145214
MO,has_image,341691
MO,has_dateIdentified,2546086
MO,has_identifiedBy,2938212
MO,has_recordedBy,4698427
MO,has_eventDate,4471175
BRU,total,15388
BRU,has_collectionCode,0
BRU,has_catalogNumber,15388
BRU,has_speciesKey,14309
BRU,has_scientificName,15388
BRU,has_acceptedNameUsage,0
BRU,has_locality,5289
BRU,has_higherGeography,0
BRU,has_countryCode,14340
BRU,has_coordinates,14295
BRU,has_image,15365
BRU,has_dateIdentified,0
BRU,has_identifiedBy,199
BRU,has_recordedBy,14012
BRU,has_eventDate,8909
USA047,total,4850
USA047,has_collectionCode,4850
USA047,has_catalogNumber,4850
USA047,has_speciesKey,3838
USA047,has_scientificName,4850
USA047,has_acceptedNameUsage,0
USA047,has_locality,465
USA047,has_higherGeography,0
USA047,has_countryCode,3813
USA047,has_coordinates,37
USA047,has_image,0
USA047,has_dateIdentified,0
USA047,has_identifiedBy,0
USA047,has_recordedBy,0
USA047,has_eventDate,0
USA476,total,39
USA476,has_collectionCode,39
USA476,has_catalogNumber,39
USA476,has_speciesKey,39
USA476,has_scientificName,39
USA476,has_acceptedNameUsage,0
USA476,has_locality,39
USA476,has_higherGeography,0
USA476,has_countryCode,39
USA476,has_coordinates,39
USA476,has_image,0
USA476,has_dateIdentified,0
USA476,has_identifiedBy,0
USA476,has_recordedBy,0
USA476,has_eventDate,0
COA,total,1
COA,has_collectionCode,1
COA,has_catalogNumber,1
COA,has_speciesKey,1
COA,has_scientificName,1
COA,has_acceptedNameUsage,0
COA,has_locality,1
COA,has_higherGeography,1
COA,has_countryCode,1
COA,has_coordinates,0
COA,has_image,0
COA,has_dateIdentified,1
COA,has_identifiedBy,1
COA,has_recordedBy,1
COA,has_eventDate,1
UTEX,total,1916
UTEX,has_collectionCode,0
UTEX,has_catalogNumber,1916
UTEX,has_speciesKey,968
UTEX,has_scientificName,1916
UTEX,has_acceptedNameUsage,0
UTEX,has_locality,0
UTEX,has_higherGeography,0
UTEX,has_countryCode,1476
UTEX,has_coordinates,0
UTEX,has_image,0
UTEX,has_dateIdentified,0
UTEX,has_identifiedBy,0
UTEX,has_recordedBy,1564
UTEX,has_eventDate,0
OUIP,total,2
OUIP,has_collectionCode,2
OUIP,has_catalogNumber,2
OUIP,has_speciesKey,0
OUIP,has_scientificName,2
OUIP,has_acceptedNameUsage,0
OUIP,has_locality,2
OUIP,has_higherGeography,2
OUIP,has_countryCode,2
OUIP,has_coordinates,2
OUIP,has_image,0
OUIP,has_dateIdentified,0
OUIP,has_identifiedBy,0
OUIP,has_recordedBy,0
OUIP,has_eventDate,0
NPS,total,1
NPS,has_collectionCode,0
NPS,has_catalogNumber,0
NPS,has_speciesKey,1
NPS,has_scientificName,1
NPS,has_acceptedNameUsage,0
NPS,has_locality,1
NPS,has_higherGeography,0
NPS,has_countryCode,1
NPS,has_coordinates,1
NPS,has_image,0
NPS,has_dateIdentified,0
NPS,has_identifiedBy,1
NPS,has_recordedBy,1
NPS,has_eventDate,1
UCONN,total,2
UCONN,has_collectionCode,2
UCONN,has_catalogNumber,2
UCONN,has_speciesKey,0
UCONN,has_scientificName,2
UCONN,has_acceptedNameUsage,0
UCONN,has_locality,0
UCONN,has_higherGeography,0
UCONN,has_countryCode,2
UCONN,has_coordinates,0
UCONN,has_image,0
UCONN,has_dateIdentified,0
UCONN,has_identifiedBy,0
UCONN,has_recordedBy,2
UCONN,has_eventDate,2
MISS,total,55629
MISS,has_collectionCode,55629
MISS,has_catalogNumber,55629
MISS,has_speciesKey,54864
MISS,has_scientificName,55629
MISS,has_acceptedNameUsage,0
MISS,has_locality,0
MISS,has_higherGeography,0
MISS,has_countryCode,55629
MISS,has_coordinates,0
MISS,has_image,0
MISS,has_dateIdentified,0
MISS,has_identifiedBy,0
MISS,has_recordedBy,55629
MISS,has_eventDate,0
DMNS,total,11
DMNS,has_collectionCode,11
DMNS,has_catalogNumber,11
DMNS,has_speciesKey,1
DMNS,has_scientificName,11
DMNS,has_acceptedNameUsage,0
DMNS,has_locality,7
DMNS,has_higherGeography,3
DMNS,has_countryCode,7
DMNS,has_coordinates,5
DMNS,has_image,0
DMNS,has_dateIdentified,3
DMNS,has_identifiedBy,11
DMNS,has_recordedBy,10
DMNS,has_eventDate,5
VPI,total,1
VPI,has_collectionCode,1
VPI,has_catalogNumber,1
VPI,has_speciesKey,1
VPI,has_scientificName,1
VPI,has_acceptedNameUsage,0
VPI,has_locality,1
VPI,has_higherGeography,0
VPI,has_countryCode,1
VPI,has_coordinates,1
VPI,has_image,0
VPI,has_dateIdentified,0
VPI,has_identifiedBy,0
VPI,has_recordedBy,1
VPI,has_eventDate,1
USA174,total,3760
USA174,has_collectionCode,3760
USA174,has_catalogNumber,3760
USA174,has_speciesKey,3760
USA174,has_scientificName,3760
USA174,has_acceptedNameUsage,0
USA174,has_locality,0
USA174,has_higherGeography,0
USA174,has_countryCode,677
USA174,has_coordinates,0
USA174,has_image,0
USA174,has_dateIdentified,0
USA174,has_identifiedBy,0
USA174,has_recordedBy,0
USA174,has_eventDate,0
US,total,3220812
US,has_collectionCode,3220812
US,has_catalogNumber,2939880
US,has_speciesKey,2998537
US,has_scientificName,3220812
US,has_acceptedNameUsage,0
US,has_locality,2968505
US,has_higherGeography,3215942
US,has_countryCode,3211502
US,has_coordinates,547352
US,has_image,2393111
US,has_dateIdentified,0
US,has_identifiedBy,441396
US,has_recordedBy,3208588
US,has_eventDate,2930859
CMC,total,22003
CMC,has_collectionCode,1873
CMC,has_catalogNumber,22003
CMC,has_speciesKey,20021
CMC,has_scientificName,22003
CMC,has_acceptedNameUsage,0
CMC,has_locality,20454
CMC,has_higherGeography,0
CMC,has_countryCode,21448
CMC,has_coordinates,5338
CMC,has_image,19871
CMC,has_dateIdentified,10643
CMC,has_identifiedBy,10998
CMC,has_recordedBy,20442
CMC,has_eventDate,19910
UD,total,64
UD,has_collectionCode,64
UD,has_catalogNumber,64
UD,has_speciesKey,63
UD,has_scientificName,64
UD,has_acceptedNameUsage,0
UD,has_locality,32
UD,has_higherGeography,0
UD,has_countryCode,64
UD,has_coordinates,64
UD,has_image,0
UD,has_dateIdentified,63
UD,has_identifiedBy,64
UD,has_recordedBy,57
UD,has_eventDate,64
ENLC,total,3
ENLC,has_collectionCode,3
ENLC,has_catalogNumber,3
ENLC,has_speciesKey,3
ENLC,has_scientificName,3
ENLC,has_acceptedNameUsage,0
ENLC,has_locality,3
ENLC,has_higherGeography,0
ENLC,has_countryCode,3
ENLC,has_coordinates,3
ENLC,has_image,3
ENLC,has_dateIdentified,3
ENLC,has_identifiedBy,3
ENLC,has_recordedBy,3
ENLC,has_eventDate,3
BHSC,total,11698
BHSC,has_collectionCode,11698
BHSC,has_catalogNumber,11698
BHSC,has_speciesKey,11691
BHSC,has_scientificName,11698
BHSC,has_acceptedNameUsage,0
BHSC,has_locality,11641
BHSC,has_higherGeography,0
BHSC,has_countryCode,11698
BHSC,has_coordinates,6759
BHSC,has_image,11599
BHSC,has_dateIdentified,831
BHSC,has_identifiedBy,2602
BHSC,has_recordedBy,11698
BHSC,has_eventDate,11476
UNM,total,128415
UNM,has_collectionCode,128415
UNM,has_catalogNumber,121532
UNM,has_speciesKey,125565
UNM,has_scientificName,128415
UNM,has_acceptedNameUsage,0
UNM,has_locality,124472
UNM,has_higherGeography,2
UNM,has_countryCode,128303
UNM,has_coordinates,73186
UNM,has_image,117067
UNM,has_dateIdentified,32040
UNM,has_identifiedBy,45410
UNM,has_recordedBy,128239
UNM,has_eventDate,123966
USA956,total,3981
USA956,has_collectionCode,3981
USA956,has_catalogNumber,3981
USA956,has_speciesKey,2892
USA956,has_scientificName,3981
USA956,has_acceptedNameUsage,0
USA956,has_locality,1407
USA956,has_higherGeography,0
USA956,has_countryCode,3116
USA956,has_coordinates,730
USA956,has_image,0
USA956,has_dateIdentified,0
USA956,has_identifiedBy,0
USA956,has_recordedBy,0
USA956,has_eventDate,0
MACF,total,5431
MACF,has_collectionCode,0
MACF,has_catalogNumber,4837
MACF,has_speciesKey,5374
MACF,has_scientificName,5431
MACF,has_acceptedNameUsage,0
MACF,has_locality,4931
MACF,has_higherGeography,0
MACF,has_countryCode,5411
MACF,has_coordinates,216
MACF,has_image,4837
MACF,has_dateIdentified,660
MACF,has_identifiedBy,1293
MACF,has_recordedBy,5399
MACF,has_eventDate,5330
ECON,total,6169
ECON,has_collectionCode,6169
ECON,has_catalogNumber,6169
ECON,has_speciesKey,5889
ECON,has_scientificName,6169
ECON,has_acceptedNameUsage,0
ECON,has_locality,6019
ECON,has_higherGeography,6162
ECON,has_countryCode,6115
ECON,has_coordinates,53
ECON,has_image,5371
ECON,has_dateIdentified,442
ECON,has_identifiedBy,233
ECON,has_recordedBy,6120
ECON,has_eventDate,3906
NMSU,total,3
NMSU,has_collectionCode,3
NMSU,has_catalogNumber,3
NMSU,has_speciesKey,0
NMSU,has_scientificName,3
NMSU,has_acceptedNameUsage,0
NMSU,has_locality,2
NMSU,has_higherGeography,0
NMSU,has_countryCode,3
NMSU,has_coordinates,1
NMSU,has_image,0
NMSU,has_dateIdentified,0
NMSU,has_identifiedBy,0
NMSU,has_recordedBy,3
NMSU,has_eventDate,3
DAV,total,137775
DAV,has_collectionCode,26925
DAV,has_catalogNumber,36926
DAV,has_speciesKey,132374
DAV,has_scientificName,137775
DAV,has_acceptedNameUsage,0
DAV,has_locality,137683
DAV,has_higherGeography,0
DAV,has_countryCode,137746
DAV,has_coordinates,103667
DAV,has_image,32985
DAV,has_dateIdentified,922
DAV,has_identifiedBy,59509
DAV,has_recordedBy,137765
DAV,has_eventDate,132048
CM,total,10
CM,has_collectionCode,10
CM,has_catalogNumber,10
CM,has_speciesKey,2
CM,has_scientificName,10
CM,has_acceptedNameUsage,0
CM,has_locality,10
CM,has_higherGeography,7
CM,has_countryCode,9
CM,has_coordinates,0
CM,has_image,2
CM,has_dateIdentified,2
CM,has_identifiedBy,2
CM,has_recordedBy,9
CM,has_eventDate,10
USA971,total,2577
USA971,has_collectionCode,2577
USA971,has_catalogNumber,2577
USA971,has_speciesKey,2350
USA971,has_scientificName,2577
USA971,has_acceptedNameUsage,0
USA971,has_locality,1654
USA971,has_higherGeography,0
USA971,has_countryCode,2363
USA971,has_coordinates,23
USA971,has_image,0
USA971,has_dateIdentified,0
USA971,has_identifiedBy,0
USA971,has_recordedBy,0
USA971,has_eventDate,0
NHA,total,57712
NHA,has_collectionCode,0
NHA,has_catalogNumber,57712
NHA,has_speciesKey,56139
NHA,has_scientificName,57712
NHA,has_acceptedNameUsage,0
NHA,has_locality,57712
NHA,has_higherGeography,0
NHA,has_countryCode,57696
NHA,has_coordinates,57662
NHA,has_image,57710
NHA,has_dateIdentified,2235
NHA,has_identifiedBy,3389
NHA,has_recordedBy,57637
NHA,has_eventDate,55915
A,total,246486
A,has_collectionCode,246486
A,has_catalogNumber,246486
A,has_speciesKey,223533
A,has_scientificName,246486
A,has_acceptedNameUsage,0
A,has_locality,225281
A,has_higherGeography,208741
A,has_countryCode,236574
A,has_coordinates,54149
A,has_image,129829
A,has_dateIdentified,26904
A,has_identifiedBy,10932
A,has_recordedBy,245322
A,has_eventDate,174846
NAUF,total,38
NAUF,has_collectionCode,38
NAUF,has_catalogNumber,38
NAUF,has_speciesKey,0
NAUF,has_scientificName,38
NAUF,has_acceptedNameUsage,0
NAUF,has_locality,36
NAUF,has_higherGeography,0
NAUF,has_countryCode,38
NAUF,has_coordinates,38
NAUF,has_image,1
NAUF,has_dateIdentified,5
NAUF,has_identifiedBy,29
NAUF,has_recordedBy,38
NAUF,has_eventDate,38
USA148,total,2923
USA148,has_collectionCode,2923
USA148,has_catalogNumber,2923
USA148,has_speciesKey,2266
USA148,has_scientificName,2923
USA148,has_acceptedNameUsage,0
USA148,has_locality,20
USA148,has_higherGeography,0
USA148,has_countryCode,1541
USA148,has_coordinates,6
USA148,has_image,0
USA148,has_dateIdentified,0
USA148,has_identifiedBy,0
USA148,has_recordedBy,0
USA148,has_eventDate,0
OCLA,total,12454
OCLA,has_collectionCode,12454
OCLA,has_catalogNumber,12454
OCLA,has_speciesKey,12210
OCLA,has_scientificName,12454
OCLA,has_acceptedNameUsage,0
OCLA,has_locality,0
OCLA,has_higherGeography,0
OCLA,has_countryCode,0
OCLA,has_coordinates,0
OCLA,has_image,0
OCLA,has_dateIdentified,0
OCLA,has_identifiedBy,0
OCLA,has_recordedBy,0
OCLA,has_eventDate,0
LACM,total,187
LACM,has_collectionCode,187
LACM,has_catalogNumber,187
LACM,has_speciesKey,1
LACM,has_scientificName,187
LACM,has_acceptedNameUsage,0
LACM,has_locality,187
LACM,has_higherGeography,187
LACM,has_countryCode,187
LACM,has_coordinates,181
LACM,has_image,17
LACM,has_dateIdentified,112
LACM,has_identifiedBy,187
LACM,has_recordedBy,183
LACM,has_eventDate,127
PBDB,total,87114
PBDB,has_collectionCode,87114
PBDB,has_catalogNumber,0
PBDB,has_speciesKey,16081
PBDB,has_scientificName,87114
PBDB,has_acceptedNameUsage,0
PBDB,has_locality,48393
PBDB,has_higherGeography,86337
PBDB,has_countryCode,87114
PBDB,has_coordinates,87114
PBDB,has_image,0
PBDB,has_dateIdentified,0
PBDB,has_identifiedBy,0
PBDB,has_recordedBy,87114
PBDB,has_eventDate,0
UConn,total,171062
UConn,has_collectionCode,171062
UConn,has_catalogNumber,171062
UConn,has_speciesKey,161832
UConn,has_scientificName,171062
UConn,has_acceptedNameUsage,0
UConn,has_locality,170254
UConn,has_higherGeography,20959
UConn,has_countryCode,169663
UConn,has_coordinates,155614
UConn,has_image,0
UConn,has_dateIdentified,0
UConn,has_identifiedBy,0
UConn,has_recordedBy,168669
UConn,has_eventDate,166193
BYU,total,36
BYU,has_collectionCode,36
BYU,has_catalogNumber,36
BYU,has_speciesKey,0
BYU,has_scientificName,36
BYU,has_acceptedNameUsage,0
BYU,has_locality,36
BYU,has_higherGeography,0
BYU,has_countryCode,36
BYU,has_coordinates,35
BYU,has_image,0
BYU,has_dateIdentified,0
BYU,has_identifiedBy,0
BYU,has_recordedBy,35
BYU,has_eventDate,32
HWML,total,80
HWML,has_collectionCode,80
HWML,has_catalogNumber,80
HWML,has_speciesKey,2
HWML,has_scientificName,80
HWML,has_acceptedNameUsage,0
HWML,has_locality,80
HWML,has_higherGeography,0
HWML,has_countryCode,75
HWML,has_coordinates,72
HWML,has_image,0
HWML,has_dateIdentified,0
HWML,has_identifiedBy,80
HWML,has_recordedBy,80
HWML,has_eventDate,8
GUAM,total,595
GUAM,has_collectionCode,595
GUAM,has_catalogNumber,595
GUAM,has_speciesKey,0
GUAM,has_scientificName,595
GUAM,has_acceptedNameUsage,0
GUAM,has_locality,592
GUAM,has_higherGeography,0
GUAM,has_countryCode,580
GUAM,has_coordinates,242
GUAM,has_image,0
GUAM,has_dateIdentified,7
GUAM,has_identifiedBy,2
GUAM,has_recordedBy,434
GUAM,has_eventDate,570
NCSM,total,2089
NCSM,has_collectionCode,2089
NCSM,has_catalogNumber,2089
NCSM,has_speciesKey,101
NCSM,has_scientificName,2089
NCSM,has_acceptedNameUsage,0
NCSM,has_locality,0
NCSM,has_higherGeography,0
NCSM,has_countryCode,2077
NCSM,has_coordinates,0
NCSM,has_image,0
NCSM,has_dateIdentified,1
NCSM,has_identifiedBy,1818
NCSM,has_recordedBy,1920
NCSM,has_eventDate,0
OMNH,total,2080
OMNH,has_collectionCode,2080
OMNH,has_catalogNumber,2080
OMNH,has_speciesKey,179
OMNH,has_scientificName,2080
OMNH,has_acceptedNameUsage,0
OMNH,has_locality,0
OMNH,has_higherGeography,0
OMNH,has_countryCode,2002
OMNH,has_coordinates,0
OMNH,has_image,0
OMNH,has_dateIdentified,0
OMNH,has_identifiedBy,0
OMNH,has_recordedBy,0
OMNH,has_eventDate,0
DUKE,total,282244
DUKE,has_collectionCode,0
DUKE,has_catalogNumber,281520
DUKE,has_speciesKey,266436
DUKE,has_scientificName,282244
DUKE,has_acceptedNameUsage,0
DUKE,has_locality,281253
DUKE,has_higherGeography,0
DUKE,has_countryCode,281440
DUKE,has_coordinates,148602
DUKE,has_image,8731
DUKE,has_dateIdentified,6660
DUKE,has_identifiedBy,139227
DUKE,has_recordedBy,281785
DUKE,has_eventDate,242019
SD,total,252061
SD,has_collectionCode,0
SD,has_catalogNumber,27611
SD,has_speciesKey,248469
SD,has_scientificName,252061
SD,has_acceptedNameUsage,0
SD,has_locality,250197
SD,has_higherGeography,0
SD,has_countryCode,251421
SD,has_coordinates,204203
SD,has_image,29280
SD,has_dateIdentified,2
SD,has_identifiedBy,0
SD,has_recordedBy,251507
SD,has_eventDate,242146
CMNH,total,129
CMNH,has_collectionCode,129
CMNH,has_catalogNumber,129
CMNH,has_speciesKey,14
CMNH,has_scientificName,129
CMNH,has_acceptedNameUsage,0
CMNH,has_locality,94
CMNH,has_higherGeography,0
CMNH,has_countryCode,126
CMNH,has_coordinates,0
CMNH,has_image,0
CMNH,has_dateIdentified,0
CMNH,has_identifiedBy,0
CMNH,has_recordedBy,72
CMNH,has_eventDate,0
NCU,total,429141
NCU,has_collectionCode,264
NCU,has_catalogNumber,429066
NCU,has_speciesKey,418951
NCU,has_scientificName,429141
NCU,has_acceptedNameUsage,0
NCU,has_locality,152666
NCU,has_higherGeography,0
NCU,has_countryCode,427210
NCU,has_coordinates,40435
NCU,has_image,396124
NCU,has_dateIdentified,44129
NCU,has_identifiedBy,87931
NCU,has_recordedBy,169282
NCU,has_eventDate,163380
KNWR,total,2497
KNWR,has_collectionCode,2497
KNWR,has_catalogNumber,2497
KNWR,has_speciesKey,2303
KNWR,has_scientificName,2497
KNWR,has_acceptedNameUsage,0
KNWR,has_locality,2497
KNWR,has_higherGeography,2497
KNWR,has_countryCode,2497
KNWR,has_coordinates,2497
KNWR,has_image,151
KNWR,has_dateIdentified,1761
KNWR,has_identifiedBy,2497
KNWR,has_recordedBy,1709
KNWR,has_eventDate,2497
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",total,1
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_collectionCode,1
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_catalogNumber,1
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_speciesKey,0
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_scientificName,1
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_acceptedNameUsage,0
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_locality,1
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_higherGeography,0
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_countryCode,1
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_coordinates,1
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_image,0
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_dateIdentified,1
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_identifiedBy,0
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_recordedBy,1
"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",has_eventDate,1
NEON,total,121
NEON,has_collectionCode,121
NEON,has_catalogNumber,121
NEON,has_speciesKey,121
NEON,has_scientificName,121
NEON,has_acceptedNameUsage,0
NEON,has_locality,121
NEON,has_higherGeography,0
NEON,has_countryCode,121
NEON,has_coordinates,121
NEON,has_image,0
NEON,has_dateIdentified,0
NEON,has_identifiedBy,0
NEON,has_recordedBy,0
NEON,has_eventDate,121
USNM,total,36063
USNM,has_collectionCode,36063
USNM,has_catalogNumber,36062
USNM,has_speciesKey,17963
USNM,has_scientificName,36063
USNM,has_acceptedNameUsage,0
USNM,has_locality,4
USNM,has_higherGeography,11591
USNM,has_countryCode,11572
USNM,has_coordinates,0
USNM,has_image,126
USNM,has_dateIdentified,0
USNM,has_identifiedBy,9856
USNM,has_recordedBy,5043
USNM,has_eventDate,3940
BPBM,total,421066
BPBM,has_collectionCode,421066
BPBM,has_catalogNumber,421066
BPBM,has_speciesKey,362822
BPBM,has_scientificName,421066
BPBM,has_acceptedNameUsage,0
BPBM,has_locality,413793
BPBM,has_higherGeography,311397
BPBM,has_countryCode,412543
BPBM,has_coordinates,83855
BPBM,has_image,0
BPBM,has_dateIdentified,174676
BPBM,has_identifiedBy,272271
BPBM,has_recordedBy,417353
