recordset_UUID,Link,name,IN/OUT,,,
b133b7cb-c0a1-4cd7-9775-cbc78fea50fc,https://www.idigbio.org/portal/recordsets/b133b7cb-c0a1-4cd7-9775-cbc78fea50fc,Funed-Pol - Coleção de lâminas de grãos de pólen,OUT,,,
1599bdcc-9eec-4d68-a2c4-83e2c2e7d9c6,https://www.idigbio.org/portal/recordsets/1599bdcc-9eec-4d68-a2c4-83e2c2e7d9c6,Actualización de las bases de datos de las colecciones de plantas vasculares y macromicetos del herbario de la UJAT,OUT,,,
ea44c7c9-9cca-4fae-9a0a-84f1b95f21cf,https://www.idigbio.org/portal/recordsets/ea44c7c9-9cca-4fae-9a0a-84f1b95f21cf,URM - Herbário Pe. Camille Torrand,OUT,,,
18cc4ad5-9449-470e-9195-5858b12d822c,https://www.idigbio.org/portal/recordsets/18cc4ad5-9449-470e-9195-5858b12d822c,"Fusión y actualización de las bases de datos del Herbario de la Facultad de Ciencias, UNAM (FCME), Guerrero",OUT,,,
e27f0218-47e0-41bc-9086-9d9169096e90,https://www.idigbio.org/portal/recordsets/e27f0218-47e0-41bc-9086-9d9169096e90,Paleontological Research Institution Collections,IN,,,
53feaa83-e3b6-4ad3-8597-293b153e7548,https://www.idigbio.org/portal/recordsets/53feaa83-e3b6-4ad3-8597-293b153e7548,Frost Entomological Museum,IN,,,
781fd581-7b93-471e-a025-413e4bcd8491,https://www.idigbio.org/portal/recordsets/781fd581-7b93-471e-a025-413e4bcd8491,University of Florida Herbarium (FLAS),IN,,,
73d176ad-883f-4ec7-91c0-c0bdae8b8a6c,https://www.idigbio.org/portal/recordsets/73d176ad-883f-4ec7-91c0-c0bdae8b8a6c,Estudios previos justificativos para la declaratoria de áreas naturales protegidas en Tamaulipas,OUT,,,
a4e6033a-d1eb-46d3-869d-7c0328f09aa7,https://www.idigbio.org/portal/recordsets/a4e6033a-d1eb-46d3-869d-7c0328f09aa7,Rancho Santa Ana Botanic Garden Herbarium,IN,,,
c13a5966-99a3-4383-b9ef-259cf46800fe,https://www.idigbio.org/portal/recordsets/c13a5966-99a3-4383-b9ef-259cf46800fe,Gila National Forest Herbarium,IN,,,
33d00b3b-e0b0-4e22-9a22-83583612240c,https://www.idigbio.org/portal/recordsets/33d00b3b-e0b0-4e22-9a22-83583612240c,Société Québécoise de Bryologie,OUT,,,
9756b9a4-c070-4359-8a07-2383b09d0d04,https://www.idigbio.org/portal/recordsets/9756b9a4-c070-4359-8a07-2383b09d0d04,Cornell University Plant Pathology Herbarium,IN,,,
8bcb95b2-ab5c-4368-8ead-14588eeb9c98,https://www.idigbio.org/portal/recordsets/8bcb95b2-ab5c-4368-8ead-14588eeb9c98,Calvin College,IN,,,
724dc40a-421c-44f8-b426-969f99fa8a1c,https://www.idigbio.org/portal/recordsets/724dc40a-421c-44f8-b426-969f99fa8a1c,Formación del banco de datos del herbario (UCAM),OUT,,,
ef83b1d4-4aaa-4986-a771-c7dbc9c674ee,https://www.idigbio.org/portal/recordsets/ef83b1d4-4aaa-4986-a771-c7dbc9c674ee,"Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México, segunda etapa 2008-2009",OUT,,,
821c1855-6817-40ee-8732-7f472d238513,https://www.idigbio.org/portal/recordsets/821c1855-6817-40ee-8732-7f472d238513,University of Alaska Museum of the North Herbarium,IN,,,
ef04e127-bb7d-4bf0-82d3-767d43108f81,https://www.idigbio.org/portal/recordsets/ef04e127-bb7d-4bf0-82d3-767d43108f81,West Virginia University Herbarium,IN,,,
41800344-33b3-4201-b9d2-cabbbf564fbc,https://www.idigbio.org/portal/recordsets/41800344-33b3-4201-b9d2-cabbbf564fbc,Benedictine College Herbarium,IN,,,
4dfb5828-3653-4604-ac00-db1e1da98b02,https://www.idigbio.org/portal/recordsets/4dfb5828-3653-4604-ac00-db1e1da98b02,SDSM Botany and Paleobotany Collections,IN,,,
181352ea-3598-4f32-b919-c8f6097f4c65,https://www.idigbio.org/portal/recordsets/181352ea-3598-4f32-b919-c8f6097f4c65,Michigan State University,IN,,,
45544aa4-8762-4bf0-bfc6-890d08dc6ead,https://www.idigbio.org/portal/recordsets/45544aa4-8762-4bf0-bfc6-890d08dc6ead,Illinois Natural History Survey - Fish Collection,IN,,,
241d64f1-480a-48ae-8ec2-cd12af4a16e9,https://www.idigbio.org/portal/recordsets/241d64f1-480a-48ae-8ec2-cd12af4a16e9,Fort Lewis College Herbarium,IN,,,
0024bce6-9970-4067-a279-68d99dd694de,https://www.idigbio.org/portal/recordsets/0024bce6-9970-4067-a279-68d99dd694de,Clasificación de tres especies endémicas de Mammillaria dentro del PROY-NOM-ECOL-059-2000,OUT,,,
0a854fba-3da1-4d7b-88e1-1204a993ee00,https://www.idigbio.org/portal/recordsets/0a854fba-3da1-4d7b-88e1-1204a993ee00,Luther College,IN,,,
e647814d-6975-4b34-b8c4-e79b7ca83085,https://www.idigbio.org/portal/recordsets/e647814d-6975-4b34-b8c4-e79b7ca83085,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,OUT,,,
8ed556b0-b801-4575-ae53-db7cacbfd0c9,https://www.idigbio.org/portal/recordsets/8ed556b0-b801-4575-ae53-db7cacbfd0c9,"Base de datos del Municipio General Heliodoro Castillo, Guerrero (120. Sierra Madre del Sur)",OUT,,,
5ab348ab-439a-4697-925c-d6abe0c09b92,https://www.idigbio.org/portal/recordsets/5ab348ab-439a-4697-925c-d6abe0c09b92,University of California Museum of Paleontology,IN,,,
74ba1d92-d9a5-486e-8e52-bb44d51e1788,https://www.idigbio.org/portal/recordsets/74ba1d92-d9a5-486e-8e52-bb44d51e1788,"Herbarium specimens, Harmas J.H. Fabre (FABR - Sérignan-du-Comtat) of the Muséum national d'Histoire naturelle (MNHN - Paris)",OUT,,,
6f2cd35e-9ee6-44d5-b182-cdd19d01a4c3,https://www.idigbio.org/portal/recordsets/6f2cd35e-9ee6-44d5-b182-cdd19d01a4c3,Flora acuática de Querétaro,OUT,,,
9e66257f-21a9-491a-ac23-06b7b62ceeb7,https://www.idigbio.org/portal/recordsets/9e66257f-21a9-491a-ac23-06b7b62ceeb7,Field Museum of Natural History (Geology) Paleobotany Collection,IN,,,
b26fa674-6300-4ea0-a8e3-fc0ce32b5226,https://www.idigbio.org/portal/recordsets/b26fa674-6300-4ea0-a8e3-fc0ce32b5226,Field Museum of Natural History (Geology) Fossil Invertebrates Collection,IN,,,
8728ef71-fdcc-4027-8139-38b2c0628fba,https://www.idigbio.org/portal/recordsets/8728ef71-fdcc-4027-8139-38b2c0628fba,Idaho Museum of Natural History,IN,,,
b985f284-eac5-4efe-8a7c-c726cdf7cf33,https://www.idigbio.org/portal/recordsets/b985f284-eac5-4efe-8a7c-c726cdf7cf33,William F. Barr Entomological Museum,IN,,,
30733214-8eb0-4894-b19d-775fe8a617cf,https://www.idigbio.org/portal/recordsets/30733214-8eb0-4894-b19d-775fe8a617cf,HAS - Herbário Alarich Rudolf Holger Schultz,OUT,,,
9e8c4024-45b1-4c06-854d-9f6d807dae67,https://www.idigbio.org/portal/recordsets/9e8c4024-45b1-4c06-854d-9f6d807dae67,Kaibab National Forest Herbarium,IN,,,
9a861ebe-f8d7-4eb1-a2c8-3006f07cfec2,https://www.idigbio.org/portal/recordsets/9a861ebe-f8d7-4eb1-a2c8-3006f07cfec2,Wilton Garden Club Herbarium,IN,,,
7f7939c8-5276-4fbb-b12c-de89a5a8044f,https://www.idigbio.org/portal/recordsets/7f7939c8-5276-4fbb-b12c-de89a5a8044f,"Inventario florístico y faunístico del Parque Nacional Barranca del Cupatitzio, Michoacán",OUT,,,
fb33ec4c-1bab-48f2-9faf-a5205a9a2c37,https://www.idigbio.org/portal/recordsets/fb33ec4c-1bab-48f2-9faf-a5205a9a2c37,"HPAN - Herbário do Pantanal ""Vali Joana Pott""",OUT,,,
2b4ed452-cda9-458a-aaf3-742a07201add,https://www.idigbio.org/portal/recordsets/2b4ed452-cda9-458a-aaf3-742a07201add,"Computarización de la Colección de Referencia para Zoología, Arqueozoología y Paleontología del Museo de Historia Natural de la Universidad Autónoma de Baja California Sur",OUT,,,
65d603ef-19be-4d6f-92dc-76c5e4220175,https://www.idigbio.org/portal/recordsets/65d603ef-19be-4d6f-92dc-76c5e4220175,HAMAB - Herbário Amapaense,OUT,,,
a7228b3f-982a-4518-a761-b19b00e14844,https://www.idigbio.org/portal/recordsets/a7228b3f-982a-4518-a761-b19b00e14844,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",OUT,,,
995cc7f1-69c3-4317-ab77-28fd48f1e535,https://www.idigbio.org/portal/recordsets/995cc7f1-69c3-4317-ab77-28fd48f1e535,"University of Colorado, Museum of Natural History Herbarium Lichen Collection",IN,,,
61a1c0ce-8327-4e2a-9766-449751a49b7a,https://www.idigbio.org/portal/recordsets/61a1c0ce-8327-4e2a-9766-449751a49b7a,University of New Hampshire - Macroalgal Collection,IN,,,
4ed5b2e2-8b45-4b5a-a38f-df7c6e51030e,https://www.idigbio.org/portal/recordsets/4ed5b2e2-8b45-4b5a-a38f-df7c6e51030e,"Diversidad y dinámica del fitoplancton marino en la bahía de Acapulco, Guerrero",OUT,,,
c359c2e5-cd20-4057-9179-35a7a5b5da72,https://www.idigbio.org/portal/recordsets/c359c2e5-cd20-4057-9179-35a7a5b5da72,University of Hawaii at Manoa,IN,,,
6f82f182-39b4-4b3f-9087-91f6afafc04e,https://www.idigbio.org/portal/recordsets/6f82f182-39b4-4b3f-9087-91f6afafc04e,National Herbarium of Canada,OUT,,,
137a4346-a8ba-419e-bcd9-aa854d6df779,https://www.idigbio.org/portal/recordsets/137a4346-a8ba-419e-bcd9-aa854d6df779,"Propuesta para rescatar y conservar la paleobiota de la Cantera Tlayúa, en Tepexí de Rodríguez, Puebla: Fase II",OUT,,,
70f5686f-c1ef-4b9a-a7ae-2536bc7a7766,https://www.idigbio.org/portal/recordsets/70f5686f-c1ef-4b9a-a7ae-2536bc7a7766,Arachnida e Myriapoda Museu Nacional (MNRJ ARAC),OUT,,,
fd62a976-d195-492a-b6f0-f57fef8b6acc,https://www.idigbio.org/portal/recordsets/fd62a976-d195-492a-b6f0-f57fef8b6acc,CRI - Herbário Pe. Dr. Raulino Reitz,OUT,,,
364b1f8d-5975-48d9-bba1-c97ab172986c,https://www.idigbio.org/portal/recordsets/364b1f8d-5975-48d9-bba1-c97ab172986c,University of Wisconsin-Milwaukee,IN,,,
2e03b83d-d2b9-4a8e-90b5-42b5b1301a92,https://www.idigbio.org/portal/recordsets/2e03b83d-d2b9-4a8e-90b5-42b5b1301a92,Canadian Museum of Nature Mollusc Collection,OUT,,,
fc628e53-5fdf-4436-9782-bf637d812b48,https://www.idigbio.org/portal/recordsets/fc628e53-5fdf-4436-9782-bf637d812b48,"C.A. Triplehorn Insect Collection (OSUC), Ohio State University",IN,,,
215eeaf0-0a88-409e-a75d-aec98b7c41eb,https://www.idigbio.org/portal/recordsets/215eeaf0-0a88-409e-a75d-aec98b7c41eb,Intermountain Herbarium (Utah State University),IN,,,
3c9420c9-c4a8-47dc-88b7-b5638ca5e716,https://www.idigbio.org/portal/recordsets/3c9420c9-c4a8-47dc-88b7-b5638ca5e716,Natural History Museum (London) Collection Specimens,OUT,,,
36be338b-cfb2-47e4-a1fc-b3f7a1aaaf22,https://www.idigbio.org/portal/recordsets/36be338b-cfb2-47e4-a1fc-b3f7a1aaaf22,MBML-Herbario - Herbário Mello Leitão,OUT,,,
76e76ec1-e0fd-41ab-aefd-b90430a694ac,https://www.idigbio.org/portal/recordsets/76e76ec1-e0fd-41ab-aefd-b90430a694ac,Diversidad y distribución de las comunidades de fitoplancton y peces de ríos y lagunas del volcán San Martín de la reserva de la biósfera Los Tuxtlas,OUT,,,
80dcaaae-9e3c-4000-b8bf-e1e29a5da9a4,https://www.idigbio.org/portal/recordsets/80dcaaae-9e3c-4000-b8bf-e1e29a5da9a4,Collection botanique Mulon L. (BOUM),OUT,,,
d7dc7e86-062e-44e3-a1a6-0f8e4e0b296a,https://www.idigbio.org/portal/recordsets/d7dc7e86-062e-44e3-a1a6-0f8e4e0b296a,Barcode de Bambúes nativos de México,OUT,,,
6aca6f67-a2e9-440d-a503-9501db6e6f36,https://www.idigbio.org/portal/recordsets/6aca6f67-a2e9-440d-a503-9501db6e6f36,University of Nebraska Kearney,IN,,,
879d475f-4b76-4d18-8cf6-a7e5a6d44926,https://www.idigbio.org/portal/recordsets/879d475f-4b76-4d18-8cf6-a7e5a6d44926,University of Georgia Collection of Arthropods,IN,,,
de5203b1-5a44-4010-948c-b7d33f46397a,https://www.idigbio.org/portal/recordsets/de5203b1-5a44-4010-948c-b7d33f46397a,Museum of Northern Arizona,IN,,,
0ed0b942-198e-4500-8fe0-1d1ef0785454,https://www.idigbio.org/portal/recordsets/0ed0b942-198e-4500-8fe0-1d1ef0785454,SORO - Herbário do Centro de Ciências e Tecnologias para a Sustentabilidade,OUT,,,
53aa69a7-bd66-468b-8ffa-ec6cb06d7d8d,https://www.idigbio.org/portal/recordsets/53aa69a7-bd66-468b-8ffa-ec6cb06d7d8d,La etnobiología de los recursos nutritivos en las comunidades Tzeltales en los Altos de Chiapas,OUT,,,
feec2eee-841a-47d3-9751-df5f28cdd366,https://www.idigbio.org/portal/recordsets/feec2eee-841a-47d3-9751-df5f28cdd366,Base de datos sobre los hongos anamorfos de restos de vegetales del bosque mesófilo del estado de Veracruz,OUT,,,
6b5e29d3-b462-44d8-ba38-d68af5088067,https://www.idigbio.org/portal/recordsets/6b5e29d3-b462-44d8-ba38-d68af5088067,"Entomology Division, Yale Peabody Museum",IN,,,
fc014977-92f7-47fd-92d7-b609c39d8212,https://www.idigbio.org/portal/recordsets/fc014977-92f7-47fd-92d7-b609c39d8212,Phanerogamic Botanical Collections (S),OUT,,,
6bb853ab-e8ea-43b1-bd83-47318fc4c345,https://www.idigbio.org/portal/recordsets/6bb853ab-e8ea-43b1-bd83-47318fc4c345,UF Invertebrate Zoology,IN,,,
7cc1fb18-45c1-499f-8476-682daa14a4a3,https://www.idigbio.org/portal/recordsets/7cc1fb18-45c1-499f-8476-682daa14a4a3,University of Alaska Southeast,IN,,,
d1de8464-14d4-43da-8a57-9792fc34d4bf,https://www.idigbio.org/portal/recordsets/d1de8464-14d4-43da-8a57-9792fc34d4bf,Malezas introducidas en México,OUT,,,
a4b888a2-94bf-4680-b912-84964a236c82,https://www.idigbio.org/portal/recordsets/a4b888a2-94bf-4680-b912-84964a236c82,University of Wisconsin - Eau Claire,IN,,,
06c35934-1b75-4196-838d-29d509951bf9,https://www.idigbio.org/portal/recordsets/06c35934-1b75-4196-838d-29d509951bf9,Tall Timbers Research Station and Land Conservancy,IN,,,
02153e3c-902f-4d8d-8c7a-11c38b99ec0c,https://www.idigbio.org/portal/recordsets/02153e3c-902f-4d8d-8c7a-11c38b99ec0c,CSIRO Ichthyology provider for OZCAM,OUT,,,
3c6f1ea5-f2e7-4203-9cfe-74ec2fb1b035,https://www.idigbio.org/portal/recordsets/3c6f1ea5-f2e7-4203-9cfe-74ec2fb1b035,"Vascular Plant Collection, Rocky Mountain Research Station Herbarium",IN ,,,
6f470382-cb0b-4634-a796-2248bfa97fdc,https://www.idigbio.org/portal/recordsets/6f470382-cb0b-4634-a796-2248bfa97fdc,Campbell University Herbarium,IN,,,
ceba331e-9da3-44ee-8970-f1eb8d1a68d6,https://www.idigbio.org/portal/recordsets/ceba331e-9da3-44ee-8970-f1eb8d1a68d6,Actualización e incremento de la base de datos del Herbario de la Benemérita Universidad Autónoma de Puebla,OUT,,,
1e6c8187-1521-4501-b205-ac8f513d5e04,https://www.idigbio.org/portal/recordsets/1e6c8187-1521-4501-b205-ac8f513d5e04,University of Michigan,IN,,,
f3327705-8d69-4d9c-88b7-584a08c74653,https://www.idigbio.org/portal/recordsets/f3327705-8d69-4d9c-88b7-584a08c74653,North Carolina Zoological Park,IN,,,
eeb4872b-7fb4-4ecd-8ce5-82e194f04735,https://www.idigbio.org/portal/recordsets/eeb4872b-7fb4-4ecd-8ce5-82e194f04735,"Robert W. Freckmann Herbarium at the University of Wisconsin, Stevens Point",IN,,,
30ab9c2a-0b54-4c04-84ca-bc7abdd90b52,https://www.idigbio.org/portal/recordsets/30ab9c2a-0b54-4c04-84ca-bc7abdd90b52,"Vertebrate Zoology Division - Ichthyology, Yale Peabody Museum",IN,,,
05c029de-734c-450a-a41a-56061b7ebb18,https://www.idigbio.org/portal/recordsets/05c029de-734c-450a-a41a-56061b7ebb18,Michigan State University Herbarium Vascular Plants,IN,,,
ec248223-f277-4c02-b1fa-60056b5a689a,https://www.idigbio.org/portal/recordsets/ec248223-f277-4c02-b1fa-60056b5a689a,Massey Herbarium (Virginia Tech),IN,,,
1844b78c-58c1-4031-98c9-54f97fc16e09,https://www.idigbio.org/portal/recordsets/1844b78c-58c1-4031-98c9-54f97fc16e09,Estudio biosistemático del género Bouteloua de México,OUT,,,
4d89070b-5dea-4a12-8a09-3f65ba33dba1,https://www.idigbio.org/portal/recordsets/4d89070b-5dea-4a12-8a09-3f65ba33dba1,"Cryptogamic Herbarium, Michigan Technological University",IN,,,
b7a79601-c07b-46d5-bd09-d4472b0d9431,https://www.idigbio.org/portal/recordsets/b7a79601-c07b-46d5-bd09-d4472b0d9431,UTEP Fossils (Arctos),IN,,,
36d35b23-113e-4633-90ec-19d265a3b5f6,https://www.idigbio.org/portal/recordsets/36d35b23-113e-4633-90ec-19d265a3b5f6,The New York Botanical Garden Herbarium (NY),IN,,,
d68063b0-2d3e-4a7c-bf2b-cf2a1fb629f9,https://www.idigbio.org/portal/recordsets/d68063b0-2d3e-4a7c-bf2b-cf2a1fb629f9,"Base de datos de colecciones de maíces nativos, teocintles y Tripsacum de México",OUT,,,
431b56fc-d016-459a-97ab-1e9c8168a7f0,https://www.idigbio.org/portal/recordsets/431b56fc-d016-459a-97ab-1e9c8168a7f0,HJ - Herbario Jataiense,OUT,,,
4c46db9d-74d7-4e45-9ed2-0da40ec6b44f,https://www.idigbio.org/portal/recordsets/4c46db9d-74d7-4e45-9ed2-0da40ec6b44f,VMNH SVDM Invertebrate Paleontology,IN,,,
0c94911f-6f18-40a2-a0c3-95c845bc41d7,https://www.idigbio.org/portal/recordsets/0c94911f-6f18-40a2-a0c3-95c845bc41d7,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,OUT,,,
dddf9315-7819-4289-b587-6be72e4894d2,https://www.idigbio.org/portal/recordsets/dddf9315-7819-4289-b587-6be72e4894d2,"Bryophyte herbarium TRH, NTNU University Museum",OUT,,,
65536dcd-7bb2-44e5-af3f-4a13f08e53d0,https://www.idigbio.org/portal/recordsets/65536dcd-7bb2-44e5-af3f-4a13f08e53d0,Academy of Natural Sciences of Drexel University,IN,,,
8f3b62fb-56ec-49e8-9f8f-bb257348291f,https://www.idigbio.org/portal/recordsets/8f3b62fb-56ec-49e8-9f8f-bb257348291f,"University of Nebraska State Museum, C.E. Bessey Herbarium",IN,,,
1b42f60a-906a-4639-96e7-c5fcfc3231c3,https://www.idigbio.org/portal/recordsets/1b42f60a-906a-4639-96e7-c5fcfc3231c3,"Inventario florístico de las Cactáceas del estado de Tamaulipas, México",OUT,,,
77d89822-9c2d-47b8-ab06-62819d13d377,https://www.idigbio.org/portal/recordsets/77d89822-9c2d-47b8-ab06-62819d13d377,Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México,OUT,,,
6eb1dbc4-ea33-456b-8782-0a953900d37a,https://www.idigbio.org/portal/recordsets/6eb1dbc4-ea33-456b-8782-0a953900d37a,William Jewell College Herbarium,IN,,,
2c07346d-2239-479b-91e4-787a8f589457,https://www.idigbio.org/portal/recordsets/2c07346d-2239-479b-91e4-787a8f589457,UFRN-Fungos - Herbário UFRN - Fungos,OUT,,,
0220907a-0463-4ae0-8a0b-77f5e80fff40,https://www.idigbio.org/portal/recordsets/0220907a-0463-4ae0-8a0b-77f5e80fff40,"Vertebrate Paleontology Division, Yale Peabody Museum",IN,,,
4d9103e7-fe58-4dc5-9fa8-e739949fd3f3,https://www.idigbio.org/portal/recordsets/4d9103e7-fe58-4dc5-9fa8-e739949fd3f3,Canadian Museum of Nature Fish Collection,OUT,,,
c5eeb223-0515-423a-a51a-151426c8f60d,https://www.idigbio.org/portal/recordsets/c5eeb223-0515-423a-a51a-151426c8f60d,Eastern Michigan University Herbarium,IN,,,
d8862887-ff5c-4caa-9d61-f1958887ebc1,https://www.idigbio.org/portal/recordsets/d8862887-ff5c-4caa-9d61-f1958887ebc1,PACA-AGP - Herbarium Anchieta,OUT,,,
cdb6ec43-935e-4da2-8798-71e40ca6d12a,https://www.idigbio.org/portal/recordsets/cdb6ec43-935e-4da2-8798-71e40ca6d12a,Naturalis Biodiversity Center (NL) - Mollusca,OUT,,,
b1db48d5-22e7-4f5e-bce2-d267b447cdaa,https://www.idigbio.org/portal/recordsets/b1db48d5-22e7-4f5e-bce2-d267b447cdaa,Lista florística de la Costa Grande del estado de Guerrero,OUT,,,
1f2933c1-3f7a-4521-9b16-2c34b369ee95,https://www.idigbio.org/portal/recordsets/1f2933c1-3f7a-4521-9b16-2c34b369ee95,Uso y monitoreo de los recursos naturales en el Corredor Biológico Mesoamericano (áreas focales Xpujil-Zoh Laguna y Carrillo Puerto),OUT,,,
01dfe0f4-24fe-447e-9f8f-1db7f8394b89,https://www.idigbio.org/portal/recordsets/01dfe0f4-24fe-447e-9f8f-1db7f8394b89,Lund Museum of Zoology - Insect collections (MZLU),OUT,,,
4e3043a6-d48a-4a35-b5fb-f67d50cbc158,https://www.idigbio.org/portal/recordsets/4e3043a6-d48a-4a35-b5fb-f67d50cbc158,University of North Carolina at Chapel Hill Herbarium,IN,,,
4c9d08ce-71c1-47b8-a572-2d40e5984c49,https://www.idigbio.org/portal/recordsets/4c9d08ce-71c1-47b8-a572-2d40e5984c49,Salem College,IN,,,
fa1518c7-2cb3-49a3-98a6-67e0581b7669,https://www.idigbio.org/portal/recordsets/fa1518c7-2cb3-49a3-98a6-67e0581b7669,"Louis-Marie Herbarium, Université Laval",OUT,,,
616857b7-f952-44ef-9b6f-576dc1e65b51,https://www.idigbio.org/portal/recordsets/616857b7-f952-44ef-9b6f-576dc1e65b51,The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN - Paris),OUT,,,
9368e302-f8e7-4714-aed4-db2faa861e5c,https://www.idigbio.org/portal/recordsets/9368e302-f8e7-4714-aed4-db2faa861e5c,"Lichen Collection, University of Washington Herbarium",IN,,,
c6e89321-fc23-4cba-ad79-be3e52edfb6d,https://www.idigbio.org/portal/recordsets/c6e89321-fc23-4cba-ad79-be3e52edfb6d,University of New Hampshire,IN,,,
c3134980-bf5c-49b8-a289-790d45f02c86,https://www.idigbio.org/portal/recordsets/c3134980-bf5c-49b8-a289-790d45f02c86,University of Southern Mississippi Herbarium,IN,,,
6d4b658a-90b4-4639-8b06-b7f07637f6aa,https://www.idigbio.org/portal/recordsets/6d4b658a-90b4-4639-8b06-b7f07637f6aa,"University of Vermont, Pringle Herbarium, Algae Collection",IN,,,
beecd160-a96c-46fc-bdce-7dcb7024d473,https://www.idigbio.org/portal/recordsets/beecd160-a96c-46fc-bdce-7dcb7024d473,"Fungi Collection, University of Washington Herbarium",IN,,,
68abd0b8-cff1-4c84-a2d9-bd4ac6df4fa4,https://www.idigbio.org/portal/recordsets/68abd0b8-cff1-4c84-a2d9-bd4ac6df4fa4,HUCO - Herbário da Universidade Estadual do Centro-Oeste,OUT,,,
79aa7602-a963-44f3-82dd-e141a387adb8,https://www.idigbio.org/portal/recordsets/79aa7602-a963-44f3-82dd-e141a387adb8,Morehead State University Herbarium,IN,,,
f2f68b10-b620-4ef8-ac32-c799b38b6d56,https://www.idigbio.org/portal/recordsets/f2f68b10-b620-4ef8-ac32-c799b38b6d56,"Fungi Collection, Bureau of Land Management, Medford District Herbarium",IN,,,
bc41afff-4d56-421e-bc87-45e18b4fe64a,https://www.idigbio.org/portal/recordsets/bc41afff-4d56-421e-bc87-45e18b4fe64a,"Entomological collections, UiB",OUT,,,
6ca0f584-8a74-42c6-9fdc-041502bc0a33,https://www.idigbio.org/portal/recordsets/6ca0f584-8a74-42c6-9fdc-041502bc0a33,"Botanical Museum, Copenhagen, the Phycology Herbarium",OUT,,,
e85a9948-9c9e-451d-9485-b2b4cb7b73d5,https://www.idigbio.org/portal/recordsets/e85a9948-9c9e-451d-9485-b2b4cb7b73d5,"University of Florida, Florida Museum of Natural History",IN,,,
77b762ba-7cda-4617-97d7-e78df7f6dfab,https://www.idigbio.org/portal/recordsets/77b762ba-7cda-4617-97d7-e78df7f6dfab,State University of New York - Binghamton,IN,,,
9c4f4765-2d02-452c-9ae9-cdd1d4846d5d,https://www.idigbio.org/portal/recordsets/9c4f4765-2d02-452c-9ae9-cdd1d4846d5d,Herbier G. Garapin (BOUM),OUT,,,
d2217bca-3a93-4407-bb56-087afa000cbc,https://www.idigbio.org/portal/recordsets/d2217bca-3a93-4407-bb56-087afa000cbc,"Vascular Plant Herbarium, UiB",OUT,,,
5889291d-9105-4740-a30f-2d9d2469c264,https://www.idigbio.org/portal/recordsets/5889291d-9105-4740-a30f-2d9d2469c264,Miami University,IN,,,
b1f0612a-bc21-424f-b9c1-3bba69ad4f54,https://www.idigbio.org/portal/recordsets/b1f0612a-bc21-424f-b9c1-3bba69ad4f54,KUBI Paleobotany Collection,IN,,,
a5b1b714-7470-4635-805d-a0cdcc6a6a4b,https://www.idigbio.org/portal/recordsets/a5b1b714-7470-4635-805d-a0cdcc6a6a4b,HDJF - Herbário Dendrológico Jeanine Felfili,OUT,,,
f5118065-6cf3-402d-a35d-8fdd2830f4da,https://www.idigbio.org/portal/recordsets/f5118065-6cf3-402d-a35d-8fdd2830f4da,"Estudio de la diversidad florística de la región de Nizanda en el Istmo de Tehuantepec, Oaxaca",OUT,,,
5486b66d-2082-433d-9223-bd789ebca29c,https://www.idigbio.org/portal/recordsets/5486b66d-2082-433d-9223-bd789ebca29c,Converse College Herbarium,IN,,,
de41423b-7326-413a-880f-58176ef95ec7,https://www.idigbio.org/portal/recordsets/de41423b-7326-413a-880f-58176ef95ec7,HUCPE - Herbário da Universidade Católica de Pernambuco,OUT,,,
204fbebc-37cc-4331-a2be-11f38949561c,https://www.idigbio.org/portal/recordsets/204fbebc-37cc-4331-a2be-11f38949561c,Utah State University Uintah Basin,IN,,,
3c367a2d-eec0-4ef1-b3bc-4cbebb320c5a,https://www.idigbio.org/portal/recordsets/3c367a2d-eec0-4ef1-b3bc-4cbebb320c5a,"Vascular Plant Collection, University of Alaska, Anchorage Herbarium",IN,,,
271a9ce9-c6d3-4b63-a722-cb0adc48863f,https://www.idigbio.org/portal/recordsets/271a9ce9-c6d3-4b63-a722-cb0adc48863f,"Museum of Comparative Zoology, Harvard University",IN,,,
fd09683f-efe8-446c-9e43-7d11f62e597c,https://www.idigbio.org/portal/recordsets/fd09683f-efe8-446c-9e43-7d11f62e597c,"Integración de bases de datos, actualización y sistematización de la colección de flora del Herbario Eizi Matuda (HEM)",OUT,,,
1d53fb30-d749-4e7c-beab-f83a0354fdf7,https://www.idigbio.org/portal/recordsets/1d53fb30-d749-4e7c-beab-f83a0354fdf7,Catálogo taxonómico y biogeográfico de los radiolarios (orden Polycystina) de la región central y sur del Golfo de California,OUT,,,
f2696243-01cd-4b91-9c13-1b30c8a85898,https://www.idigbio.org/portal/recordsets/f2696243-01cd-4b91-9c13-1b30c8a85898,"Computarización de la Colección de plantas acuáticas mexicanas del Herbario Nacional (MEXU), 3a Etapa",OUT,,,
