institutionCode,total_idig,has_collectionCode_idig,has_catalogNumber_idig,has_preparations_idig,has_scientificName_idig,has_scientificNameID_idig,has_acceptedNameUsage_idig,has_identificationID_idig,has_locality_idig,has_higherGeography_idig,has_continent_idig,has_countryCode_idig,has_stateProvince_idig,has_county_idig,has_decimalLatitude_idig,has_decimalLongitude_idig,has_coordinates_idig,has_verbatimElevation_idig,has_verbatimDepth_idig,has_image_idig,has_dateIdentified_idig,has_identifiedBy_idig,has_recordedBy_idig,has_eventDate_idig,has_recordNumber_idig,File_idig,total_gbif,has_collectionCode_gbif,has_catalogNumber_gbif,has_preparations_gbif,has_speciesKey,has_scientificName_gbif,has_scientificNameID_gbif,has_acceptedNameUsage_gbif,has_identificationID_gbif,has_locality_gbif,has_higherGeography_gbif,has_continent_gbif,has_countryCode_gbif,has_stateProvince_gbif,has_county_gbif,has_decimalLatitude_gbif,has_decimalLongitude_gbif,has_coordinates_gbif,has_verbatimElevation_gbif,has_verbatimDepth_gbif,has_image_gbif,has_dateIdentified_gbif,has_identifiedBy_gbif,has_recordedBy_gbif,has_eventDate_gbif,has_recordNumber_gbif,File_gbif,month,has_speciesKey_idig,has_speciesKey_gbif
USCH,104983,104539,58685,NA,104983,NA,0,NA,99001,NA,NA,102575,NA,NA,NA,NA,21042,NA,NA,55202,671,103066,103787,94129,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,106036,106036,60992,NA,NA,106036,NA,0,NA,100114,0,NA,104505,NA,NA,NA,NA,21363,NA,NA,56866,0,104047,104774,98271,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,102921
USCS,17838,0,17838,NA,17838,NA,0,NA,13,NA,NA,17838,NA,NA,NA,NA,0,NA,NA,17440,0,0,19,13,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
USF,241732,224594,241732,NA,241732,NA,0,NA,230628,NA,NA,240202,NA,NA,NA,NA,51993,NA,NA,240103,93564,108846,241606,237998,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,227073,227073,227073,NA,NA,227073,NA,0,NA,215982,226860,NA,226828,NA,NA,NA,NA,36861,NA,NA,227073,64339,108678,226984,225345,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,222396
USFS,8148,8148,3127,NA,8148,NA,0,NA,7896,NA,NA,8073,NA,NA,NA,NA,6293,NA,NA,146,2140,4632,7957,7676,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
USFWS,5062,5062,5062,NA,5062,NA,0,NA,4929,NA,NA,5062,NA,NA,NA,NA,4926,NA,NA,4513,4455,4764,5062,4929,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
USMS,18291,0,17666,NA,18291,NA,0,NA,17168,NA,NA,17976,NA,NA,NA,NA,10297,NA,NA,16436,882,1228,16064,15078,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
USNM,80789,80789,80788,NA,80781,NA,0,NA,16720,NA,NA,24358,NA,NA,NA,NA,5583,NA,NA,5146,0,36869,13607,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,36063,36063,36062,NA,NA,36063,NA,0,NA,4,11591,NA,11572,NA,NA,NA,NA,0,NA,NA,126,0,9856,5043,3940,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,17963
USU,154050,154050,153863,NA,154049,NA,0,NA,146424,NA,NA,153227,NA,NA,NA,NA,69138,NA,NA,84687,54089,56057,149473,143502,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,162323,162323,162132,NA,NA,162323,NA,0,NA,149734,0,NA,161795,NA,NA,NA,NA,71852,NA,NA,82628,24300,59478,157772,148100,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,158668
USUUB,6845,0,6839,NA,6838,NA,0,NA,6492,NA,NA,6845,NA,NA,NA,NA,6555,NA,NA,0,6795,6800,6841,6821,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UT,21976,21976,21973,NA,21976,NA,0,NA,8258,NA,NA,21768,NA,NA,NA,NA,4834,NA,NA,21629,3951,4269,8467,8283,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UTC,2639,2639,2639,NA,2639,NA,0,NA,2578,NA,NA,2638,NA,NA,NA,NA,1270,NA,NA,27,250,284,2637,2417,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,2959,2959,2959,NA,NA,2959,NA,0,NA,2900,0,NA,2959,NA,NA,NA,NA,1604,NA,NA,27,133,279,2957,2464,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,2021
UTEP,82315,82315,82315,NA,82315,NA,0,NA,82315,NA,NA,82287,NA,NA,NA,NA,32673,NA,NA,282,67404,82315,82313,82315,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,83896,83896,83896,NA,NA,83896,NA,0,NA,83896,83896,NA,83880,NA,NA,NA,NA,33833,NA,NA,290,68771,83896,83894,83896,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,81098
UVA,213,213,213,NA,213,NA,0,NA,213,NA,NA,213,NA,NA,NA,NA,22,NA,NA,213,0,0,213,199,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UVSC,15971,15566,15971,NA,15971,NA,0,NA,15727,NA,NA,15971,NA,NA,NA,NA,13577,NA,NA,0,0,0,15968,15718,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UWBM,19,19,19,NA,19,NA,0,NA,19,NA,NA,19,NA,NA,NA,NA,16,NA,NA,0,0,0,13,8,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,297865,297865,297865,NA,NA,297865,NA,0,NA,297760,15,NA,296979,NA,NA,NA,NA,145993,NA,NA,0,86218,162776,297824,294174,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,279344
UWEC,1675,0,1675,NA,1675,NA,0,NA,1279,NA,NA,1674,NA,NA,NA,NA,152,NA,NA,1675,1182,1492,1672,1659,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UWFP,21517,0,21517,NA,21517,NA,0,NA,304,NA,NA,21282,NA,NA,NA,NA,304,NA,NA,20699,0,0,304,1,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UWL,7385,0,7385,NA,7385,NA,0,NA,6904,NA,NA,7384,NA,NA,NA,NA,7018,NA,NA,7381,7049,7054,7162,6992,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UWM,7815,0,7815,NA,7815,NA,0,NA,6171,NA,NA,7804,NA,NA,NA,NA,6232,NA,NA,7547,6766,6774,7812,7249,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UWSP,73669,53181,73669,NA,73669,NA,0,NA,60022,NA,NA,73591,NA,NA,NA,NA,50049,NA,NA,49989,8907,12717,73478,71750,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
VALE,5060,5060,5060,NA,5060,NA,5025,NA,4717,NA,NA,5053,NA,NA,NA,NA,3293,NA,NA,4726,96,4172,5058,4960,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
VCU,18873,0,18873,NA,18873,NA,0,NA,0,NA,NA,18854,NA,NA,NA,NA,0,NA,NA,18577,94,94,0,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
VDB,156135,3927,156132,NA,156135,NA,0,NA,11623,NA,NA,156126,NA,NA,NA,NA,632,NA,NA,152624,139719,140987,12458,11667,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
VDBBRIT,1,1,1,NA,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,NA,0,NA,NA,0,1,1,1,1,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
VMNH,70,70,70,NA,70,NA,0,NA,70,NA,NA,70,NA,NA,NA,NA,39,NA,NA,69,0,54,57,46,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,4,4,4,NA,NA,4,NA,0,NA,4,4,NA,4,NA,NA,NA,NA,0,NA,NA,4,0,4,4,4,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,0
VPI,33599,1,31874,NA,33479,NA,0,NA,6110,NA,NA,33599,NA,NA,NA,NA,3133,NA,NA,19835,257,5367,6131,6067,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,1,1,1,NA,NA,1,NA,0,NA,1,0,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,0,1,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,1
VSC,72641,68881,72640,NA,72641,NA,0,NA,11855,NA,NA,72371,NA,NA,NA,NA,4425,NA,NA,72640,15668,32594,72633,72294,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
VT,281001,59877,280998,NA,281001,NA,0,NA,33172,NA,NA,270445,NA,NA,NA,NA,89511,NA,NA,275818,11253,16910,65667,102002,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,287545,0,287542,NA,NA,287545,NA,0,NA,41117,0,NA,280793,NA,NA,NA,NA,93109,NA,NA,280666,9378,20546,78659,84171,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,120714
VVC,2515,2515,2515,NA,2515,NA,0,NA,2480,NA,NA,2515,NA,NA,NA,NA,2424,NA,NA,0,0,0,2482,2481,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WASH,712,177,712,NA,712,NA,0,NA,67,NA,NA,669,NA,NA,NA,NA,110,NA,NA,0,3,3,630,610,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WCSU,5775,5775,5773,NA,5775,NA,0,NA,1757,NA,NA,5526,NA,NA,NA,NA,3667,NA,NA,4482,20,27,5701,5654,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WCUH,27994,5765,27993,NA,27994,NA,0,NA,6471,NA,NA,27955,NA,NA,NA,NA,3174,NA,NA,19339,339,638,5355,6091,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,28018,5769,28017,NA,NA,28018,NA,0,NA,6478,0,NA,27801,NA,NA,NA,NA,3179,NA,NA,20979,285,639,5362,6350,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,27676
WCW,10999,10999,10999,NA,10999,NA,10804,NA,10811,NA,NA,10794,NA,NA,NA,NA,892,NA,NA,10887,1925,2246,10921,10686,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WET,4421,0,0,NA,4421,NA,0,NA,3150,NA,NA,4292,NA,NA,NA,NA,3119,NA,NA,0,24,32,4224,4201,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WEWO,1902,0,1902,NA,1902,NA,0,NA,1804,NA,NA,1902,NA,NA,NA,NA,1696,NA,NA,1802,1900,1900,1902,1804,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WFBM,4,4,4,NA,4,NA,0,NA,4,NA,NA,4,NA,NA,NA,NA,4,NA,NA,4,0,0,4,4,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WFU,156,0,125,NA,156,NA,0,NA,151,NA,NA,155,NA,NA,NA,NA,150,NA,NA,122,2,151,156,152,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WGC,4999,0,4999,NA,4999,NA,0,NA,4975,NA,NA,4988,NA,NA,NA,NA,0,NA,NA,4972,0,0,4999,4948,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WGCH,1222,1222,1222,NA,1222,NA,0,NA,784,NA,NA,1220,NA,NA,NA,NA,1020,NA,NA,1214,0,0,1213,1193,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WIS,504031,1,503933,NA,504031,NA,0,NA,482420,NA,NA,501443,NA,NA,NA,NA,170331,NA,NA,383541,181553,192409,501590,474434,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WJC,710,0,710,NA,710,NA,0,NA,623,NA,NA,705,NA,NA,NA,NA,0,NA,NA,0,519,522,709,705,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WNC,6625,0,6625,NA,6625,NA,0,NA,6599,NA,NA,6622,NA,NA,NA,NA,6560,NA,NA,6599,6415,6469,6625,6584,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WSCH,11031,11031,11031,NA,11031,NA,0,NA,0,NA,NA,10984,NA,NA,NA,NA,0,NA,NA,10516,0,0,11020,10929,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WSP,76,0,76,NA,76,NA,0,NA,75,NA,NA,76,NA,NA,NA,NA,76,NA,NA,75,0,0,76,76,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WSTC,1019,1019,1019,NA,1019,NA,1015,NA,1009,NA,NA,1006,NA,NA,NA,NA,8,NA,NA,1011,183,183,1018,981,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WTU,360214,360214,350457,NA,360214,NA,324826,NA,353934,NA,NA,356425,NA,NA,NA,NA,262246,NA,NA,119947,119538,183811,360129,354277,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WVA,12153,0,12153,NA,12153,NA,0,NA,958,NA,NA,11749,NA,NA,NA,NA,13,NA,NA,12152,12,15,4559,1404,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
WWB,4962,0,4962,NA,4962,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
YM,9204,9204,9204,NA,9204,NA,0,NA,9105,NA,NA,9204,NA,NA,NA,NA,6094,NA,NA,0,0,0,9180,8759,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
YPM,276902,276902,276902,NA,276902,NA,0,NA,143726,NA,NA,207471,NA,NA,NA,NA,181658,NA,NA,179160,5171,14375,193725,159384,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,237570,237570,237570,NA,NA,237570,NA,0,NA,109192,169464,NA,169308,NA,NA,NA,NA,132971,NA,NA,147547,2803,7545,156197,122764,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,138069
YU,82636,82636,82636,NA,82636,NA,0,NA,25914,NA,NA,81950,NA,NA,NA,NA,33674,NA,NA,73643,668,670,80922,65886,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
YUO,183,0,183,NA,183,NA,0,NA,183,NA,NA,183,NA,NA,NA,NA,155,NA,NA,183,0,0,183,170,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
NA,1167,10,1167,NA,1167,NA,0,NA,1167,NA,NA,883,NA,NA,NA,NA,509,NA,NA,0,13,37,775,128,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,111821,1673,111700,NA,NA,111821,NA,0,NA,110026,943,NA,111567,NA,NA,NA,NA,110565,NA,NA,0,5,26,2261,110081,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,110679
ANSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,3,NA,0,NA,1,0,NA,2,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,1
BABY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11427,11427,11427,NA,NA,11427,NA,11382,NA,11381,0,NA,11425,NA,NA,NA,NA,11368,NA,NA,0,7003,11356,11427,11374,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,11375
BISON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,706,24,NA,NA,706,NA,0,NA,0,0,NA,706,NA,NA,NA,NA,706,NA,NA,677,0,0,706,706,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,703
CAMU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,346,346,NA,NA,346,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,346
COA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,0,NA,1,1,NA,1,NA,NA,NA,NA,0,NA,NA,0,1,1,1,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,1
CS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57350,57350,57350,NA,NA,57350,NA,0,NA,57339,0,NA,57350,NA,NA,NA,NA,54877,NA,NA,0,0,5611,56115,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,57221
CSLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6113,0,6113,NA,NA,6113,NA,0,NA,6059,0,NA,5958,NA,NA,NA,NA,761,NA,NA,6113,78,321,6082,5973,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,6022
ECU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2436,2436,2436,NA,NA,2436,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,2380
FSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14800,0,14800,NA,NA,14800,NA,0,NA,9175,0,NA,13564,NA,NA,NA,NA,1945,NA,NA,13249,856,3234,9279,8945,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,14572
haw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,0,NA,1,0,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,1,1,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,1
HWML,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,80,NA,NA,80,NA,0,NA,80,0,NA,75,NA,NA,NA,NA,72,NA,NA,0,0,80,80,8,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,2
KNWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2497,2497,2497,NA,NA,2497,NA,0,NA,2497,2497,NA,2497,NA,NA,NA,NA,2497,NA,NA,151,1761,2497,1709,2497,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,2303
LOB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15595,0,14107,NA,NA,15595,NA,0,NA,15489,0,NA,15414,NA,NA,NA,NA,8761,NA,NA,14093,290,1097,15350,14985,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,14503
MPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107620,107620,107608,NA,NA,107620,NA,0,NA,0,107325,NA,106799,NA,NA,NA,NA,2057,NA,NA,0,0,0,106633,94882,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,98891
NAUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,38,NA,NA,38,NA,0,NA,36,0,NA,38,NA,NA,NA,NA,38,NA,NA,1,5,29,38,38,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,0
NEON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,121,121,NA,NA,121,NA,0,NA,121,0,NA,121,NA,NA,NA,NA,121,NA,NA,0,0,0,0,121,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,121
