uuid,name
028990be-11ff-4c6b-9684-59cb1e1c3ab6,"Flora de la reserva de la biósfera de los Pantanos de Centla, en el estado de Tabasco, México"
c44e18ab-837b-4a58-b8df-dc521a173029,Flora vascular del cerro El Zamorano
9ff03c57-ba5a-4127-9439-4bf3e838c4df,University of North Carolina Chapel Hill Herbarium
98f5f2e1-1d43-4db4-830a-9833c47838cc,Caracterizando la diversidad de especies con códigos de barras del ADN en un grupo de avispas parasitoides: un caso de estudio en un área natural protegida mexicana
18129adf-b6e3-4288-8ed3-013af1034499,"Estudio poblacional del chano norteño, Micropogonias megalops y la curvina Golfina Cynoscion othonopterus (Gilbert) (Pisces: Sciaenidae), especies endémicas del Alto Golfo de California, México"
231db0f8-ed96-43fa-92d3-146a2f539065,Actualización de la base de datos de crustáceos y registro de datos de peces del pacífico mexicano de la Colección Biológica de la Secretaría de Marina
7cb4bbe6-d9b7-4cdb-b3bf-97a971487f75,Computarización del Herbario ENCB. Fase I (Base de datos de los ejemplares del Valle de México)
81d00e23-92aa-45d7-b289-5cf045ddfbf4,Bell Museum fishes
ae3510e6-b214-4d3b-80a5-72dbe01a6e5d,Opiliones Collection - Instituto Nacional de Pesquisas da Amazônia (INPA)
c1122f57-9ab9-4552-9393-7d56b0bbe852,Ohio State University Digitized Collection
7ae4d15d-62e2-459b-842a-446f921b9d3f,"Paleobotany Division, Yale Peabody Museum"
f9303b78-ecee-4d9e-a49d-65cea976bc56,Diversidad de los coleópteros Scarabaeiodea del estado de Puebla (II)
90739622-5232-4048-8121-9af9ec69604f,Orville Bissett Herbarium
7f1d48a1-3e44-440a-8cf9-034977f32670,The Danish Newt Collection
2ecec1f2-9598-4c39-9f12-8f9158c93d11,Specimens of G. Fenoul Herbarium (FEN)
17969b7f-c1d0-4c84-9cbc-de64b90a62a5,ISM Mammalogy Collection
2c2cc29c-3572-4568-a129-c8cbec34ccbe,AMNH Invertebrate Paleontology Collection
e77108de-88dd-4931-8085-0ea59d7ca4ee,University of Guam Marine Macrophyte Collection
0d674006-396e-4017-b481-1acd9d7f6db6,KUBI Invertebrate Zoology Collection
f56d3b76-c8c7-4280-969a-65fce63cff0b,CCBER Herpetology Collection
da67ebd9-52de-444d-b114-e23c03111ac6,Macaulay Library Audio and Video Collection
a5d9992f-ebbb-457c-b56a-b6cd0429e2d6,Naturalis Biodiversity Center (NL) - Echinodermata
a8ae97e3-ece0-4c43-b193-bdd61d724e2d,Cowan Tetrapod Collection - Birds
6d4b658a-90b4-4639-8b06-b7f07637f6aa,"University of Vermont, Pringle Herbarium, Algae Collection"
49db9725-7bdc-4c38-8548-c32994e811c1,University of Central Florida Herbarium
e6eba8cd-fa2c-4ba2-bec0-6841e7633695,"University of Maryland, Norton-Brown Herbarium"
b0a3324f-849a-43bf-811a-9dd10f04806b,"Flora del Parque Nacional Pico de Tancítaro, Michoacán"
2b4ed452-cda9-458a-aaf3-742a07201add,"Computarización de la Colección de Referencia para Zoología, Arqueozoología y Paleontología del Museo de Historia Natural de la Universidad Autónoma de Baja California Sur"
b590be71-5a03-4f29-bcd4-e91c1b876137,Base de datos de la distribución de la flora de la Reserva de la Biosfera Tehuacán-Cuicatlán
420eaa67-a376-49ae-bcf8-52edffc98f14,"Computarización de la colección de Salpas (Clase Thaliacea, Orden Salpida) del Pacífico mexicano y mar Caribe mexicano"
3f0c10ea-bbbc-4250-b8cd-8bf2c2f397d4,Evaluación genética y demográfica de Agave victoriae-reginae T. Moore y aplicación del cultivo de tejidos para su conservación
df4d8fd5-7b9c-4136-84e8-647441fc9c12,"Biodiversidad acuática del río Amacuzac, Morelos, México"
1ad40bde-8a2a-46bb-9252-0cdc53df5683,"Willard Sherman Turrell Herbarium, Miami University"
1bb2a80e-271f-46a8-bbfc-ba56d3e6292a,NCSM Herpetology Collection
7c927849-94ed-4034-90e9-af34ac0cb47c,Arizona State University Lichen Herbarium
6b565194-9707-42da-8052-9f9cf5f9aa60,Ohio State University Herbarium
d07e7b8a-2222-477f-a7f3-f098bbfdaf54,Eastern New Mexico University Herbarium
1f5a1b81-e361-4d65-ab1c-6fb7e30c9910,Virginia Commonwealth University Herbarium
0e0d4dba-9c5d-4dbf-9ac8-09114c56ec03,Canadian Museum of Nature Insect Collection
beab5209-9628-4d4d-851e-2bc9bb1a0105,University of Georgia Herbarium
4d89070b-5dea-4a12-8a09-3f65ba33dba1,"Cryptogamic Herbarium, Michigan Technological University"
a0546df1-b727-402f-b9b8-570e65e58026,"Vascular Herbarium, NMBU"
781fd581-7b93-471e-a025-413e4bcd8491,University of Florida Herbarium (FLAS)
fd62a976-d195-492a-b6f0-f57fef8b6acc,CRI - Herbário Pe. Dr. Raulino Reitz
cf93f9ef-b45e-474c-9ca9-3edc4ad11a4d,NCSM Mollusk Collection
09b18522-5643-478f-86e9-d2e34440d43e,MSB Mammal Collection (Arctos)
21ea1ef6-4a2a-4ff2-a18b-5c0f297fc1cf,UWBM Mammalogy Collection (Arctos)
8e5fffb5-0b22-472d-8386-de291d17d513,Shirley C. Tucker Herbarium at Louisiana State University
4830ffb8-669a-4717-bec8-2f2374f52120,Duke University Herbarium Bryophyte Collection
2c00c297-9ebd-498a-b701-d3ebde4b49f3,"Garrett Herbarium, Natural History Museum of Utah"
1ba0bbad-28a7-4c50-8992-a028f79d1dc5,University of Florida Invertebrate Paleontology
eaed5ba6-aa32-4a57-a9e1-afc6b01d1c98,ISM Ichthyology Collection
0506069d-2517-4666-b315-b1645ba130e5,"Proctotrupoidea - xBio:D Cyberinfrastructure, The Ohio State University"
8e58cd34-3cbb-46f7-9c25-527251881a6f,Naturalis Biodiversity Center (NL) - Micropaleontology
7ce9b7d0-a8da-4528-bbe3-2c4f407f9cea,AMNH Herpetology Collections
dde625e8-cc2a-4877-9ec4-0b8a20dfded9,Illinois Natural History Survey Insect Collection
90e622c7-f025-4f27-8891-82f0e867155f,Invertebrates of the Gothenburg Natural History Museum (GNM)
5486b66d-2082-433d-9223-bd789ebca29c,Converse College Herbarium
b053e65d-4255-4370-b6d6-06a553c70518,Fortalecimiento de las colecciones de ECOSUR. Primera fase
d6c6e57a-4ccb-4707-b87d-c91d01d6aa42,"Rutgers University, Chrysler Herbarium - Bryophyte Collection"
7e43ea77-d2e5-4bdc-a4f7-a4792866f53f,Arizona Western College Herbarium
ba1c8acd-1c39-4544-996d-41c1a0cbad45,Diatomeas (Bacillariophyceae) y Dinoflageladas (Dinophyceae) planctónicas más frecuentes en la región sur del Golfo de México
3e1510e2-4078-4bd6-bc2e-7d7f357b6366,Biodiversidad mastozoológica del Eje Volcánico Transversal
ba08b40c-8f92-4bc4-b3f3-84a63590fbae,Distribución y algunos aspectos ecológicos de hongos hidnoides estipitados de México
a8823dd5-32d7-4465-932b-accdf76ef4ff,"Flora vascular de los manglares de Marismas Nacionales, estado de Nayarit"
6ff03009-ca7f-44fe-b207-18a98e862cc3,"Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México, segunda etapa 2008-2009"
72cf005e-4a65-4b22-b418-899ce8af8cfc,"Diversidad genética del cultivo del chile (Capsicum spp) determinada por isoenzimas y RFLP's tipos: serrano, jalapeño, manzano y silvestres en su área de distribución"
401fec56-515d-4fa8-87d1-507e742f4f6f,"University of Vermont, Pringle Herbarium, Macrofungi"
8195c379-b0aa-42ac-839b-b436e23d750a,Auburn University Museum of Natural History Entomology
b1f0612a-bc21-424f-b9c1-3bba69ad4f54,KUBI Paleobotany Collection
a9d290d5-93cd-42da-9f99-377e20af72c2,Poliquetos litorales de la región norte y centro del estado de Veracruz
6db3622e-9eab-4b8e-8625-ea71a2a11c13,"Invertebrados y aves playeras de la Laguna Madre de Tamaulipas, México"
98ece30d-bf85-4122-b872-7786031b457f,Georgia Southern University Herbarium
212dcc45-bf5b-43d8-a804-3351c04c2f7a,HTSA - Herbário do Trópico Semiárido
c892f8d1-108c-44f7-9458-0abb96633976,HUEG - Herbário da Universidade Estadual de Goiás
3a0d8092-c577-4775-a586-1542574edc53,University of Mary Washington Herbarium
3420d3d5-f142-4db6-951c-5d37cb72ce53,VIC - Herbário da Universidade Federal de Viçosa
c8eeddef-b903-4aa3-a0fb-44344b8bf301,JOI - Herbário Joinvillea
65007e62-740c-4302-ba20-260fe68da291,University of California Santa Barbara Invertebrate Zoology Collection
8fc08919-1137-42e4-9fa5-9e64f1e5757b,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum"
53091d18-f173-4fc0-b9d9-20a1494e2466,The cryptogamy collection (PC) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN - Paris)
ea44c7c9-9cca-4fae-9a0a-84f1b95f21cf,URM - Herbário Pe. Camille Torrand
b17204ee-8a17-4ba1-9e74-bfadca6dce08,BHCB-SL - Herbário UFMG - Samambaias e Licófitas
3cf3933f-c230-4e48-bc48-aa8ab47dc388,"Diversidad de peces de las lagunas costeras de Pueblo Viejo y el Mango, Veracruz"
7fc152cd-0eaf-4d64-8291-591a188820b7,Elaboración del banco de datos de las colecciones del Museo de Zoología-CIQRO
85e930bf-6e90-4700-85d1-4c3330efbafb,Arkansas Tech University Herbarium
b688c17c-3761-4ccd-a42f-88219f5fcff4,Naturalis Biodiversity Center (NL) - Crustacea
35c43eda-1f4a-4713-bb69-e3fbe1bf792f,"University Herbarium, University of California, Berkeley"
5a262e5d-0605-4067-ba71-3fd578c3c6bb,MCNH Museum of Cultural and Natural History Mammals Collection
b74c1e30-f069-4783-9adf-fafe606d20e9,ISU Mammals
fc014977-92f7-47fd-92d7-b609c39d8212,Phanerogamic Botanical Collections (S)
96ce21fd-7c05-41be-a88d-43bda416a145,Herbarium specimens of the Muséum d'Histoire Naturelle of Aix-en-Provence (AIX)
5939498b-0fcc-42ca-929b-99f4b2c5e1aa,"Lepidoptera (Rhopalocera y Heterocera) de áreas prioritarias para la conservación en la Península de Yucatán, con registros de adultos y estados inmaduros"
55ddd3f9-0e9a-40e8-9e8f-d3a3ab871434,Flora vascular y endemismos de las partes altas de varios macizos montañosos de Querétaro y norte de Michoacán-1ra Fase
ba54ba45-caac-4708-a389-ac94642976f8,"University of Vermont, Pringle Herbarium, New England vascular plants"
797d5f6c-249c-4354-a709-8bb3a6b7cde8,Estudio de la fauna edáfica en una selva baja inundable de la Reserva de la biósfera de Sian Ka'an Quintana Roo
99170e98-19d7-4e9e-abd1-4190c5d54b6f,Colecta de maíces nativos en regiones estratégicas de la Península de Yucatán
7f497d81-4c7e-4e06-b166-a459968b14e3,"Miami University, Willard Sherman Turrell Herbarium"
908ccd97-c8e1-4c7c-9871-7a80e2940032,Flora y vegetación de la Sierra de San Carlos en el municipio de San Nicolás
28a8977f-392c-4705-80ed-6e5f04f1b0c0,Actualización de la base de datos de la Colección de mamíferos del Museo de Zoología 'Alfonso L. Herrera'
01408127-16e4-4ff0-98fb-a012f7479fe5,"Invertebrados y aves playeras de la Laguna Madre de Tamaulipas, México"
6dfc669f-c5dd-446b-83f6-bcdbd6b255e6,Computarización de las Colecciones de Anfibios y Reptiles del Centro de Investigaciones Biológicas de la Universidad Autónoma del Estado de Hidalgo
a2a7754b-2346-496d-b681-eb754ef32b9e,VMNH Invertebrate Paleontology
a7020dbf-35fc-46e8-a441-c0a6b957193c,Field Museum of Natural History (Zoology) Fish Collection
87fee729-2a4e-4d23-ad8a-5e03e1ab7c1a,Ohio State University Fish Division (OSUM)
df516dc6-6ef0-426d-94e3-8a2bbb0439a5,University of North Carolina at Chapel Hill Herbarium
5e926e06-23b7-4461-a86c-e9219f5a3606,Eggs Specimen
347579f4-d44a-4c8e-a578-09c2a8132573,Brown University
27b2b46f-4cae-4ffa-870d-b17e51d627f2,"Mycology herbarium, Tromsø Museum"
88271bd3-1985-4fa7-9e33-f82cc24dfad3,MSB Amphibian and Reptile Collection (Arctos)
0ec58818-0c78-4804-a899-632f103371d8,SJRP-Bryophyta - Herbário de Bryophyta de São José do Rio Preto
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,NCSM Invertebrate Paleontology Collection
b133b7cb-c0a1-4cd7-9775-cbc78fea50fc,Funed-Pol - Coleção de lâminas de grãos de pólen
e60301d9-9b40-483f-92de-065769b9d3dd,University of Louisiana at Monroe Herbarium
d7dc7e86-062e-44e3-a1a6-0f8e4e0b296a,Barcode de Bambúes nativos de México
23655eb9-7798-4865-9a92-1dbbc609511d,"Computarización del Herbario ENCB. Fase II. Base de datos de los ejemplares de la familia Burseraceae y Nyctaginaceae y base de datos digitalizada de los ejemplares tipo de plantas vasculares del Herbario de la Escuela Nacional de Ciencias Biológicas, IPN"
c6c6ee10-c7ce-41a9-9552-7984654b87ce,Filogeografía y recursos genéticos de las vainillas de México
c8f66c18-4cab-41b8-91a7-7c4873e28a67,Passalidae y Lucanidae (Coleoptera: Scarabaeoidae) de México
60a62dab-82d0-45ca-842d-e20dd4a20e4a,Códigos de barras del ADN de especies mexicanas del Phylum Rotifera: (Rotifera: Monogononta)
6ca0f584-8a74-42c6-9fdc-041502bc0a33,"Botanical Museum, Copenhagen, the Phycology Herbarium"
eee4afe3-4ecb-423a-8aa9-eac809e20adb,UCM Vertebrate Observations Collection (Arctos)
15e04168-22cc-4283-9042-247ab053c7ca,Albion College
013c6135-cb98-45f5-ad86-98e4050481a8,Schmidt Museum of Natural History_Birds
fd9201e8-391d-4ab2-b7d4-b5dc39b0e995,UNR Herpetology
7a8d946d-083f-4d2a-9cc9-cd590398194f,"Yale University Herbarium, Peabody Museum of Natural History"
7df4be6b-67e9-4c05-8cd9-f546bdcc54d0,IZIKO South Africa Museum Collection (1800-2013)
bdf65f9c-a730-4083-bd8d-a2def3037637,University of Tennessee Lichen Herbarium
ea12da76-1b2e-4944-8709-1de3af1c65e2,"Mycology herbarium, Oslo (O)"
c49bc91d-0a50-497b-8b17-d77808745cf9,Central Michigan University
241d64f1-480a-48ae-8ec2-cd12af4a16e9,Fort Lewis College Herbarium
645bcd10-a74f-4207-a375-0254b954b7ad,University of North Carolina Chapel Hill Herbarium
ccb7a859-069a-49d4-962c-8e43037bd18d,"Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México, segunda etapa 2008-2009"
d39addaf-58af-414f-94a4-e04bbf60d0d3,Códigos de barras de helmintos de anfibios y reptiles de México
f477ab07-21ac-45b4-b846-38dfd3ce05ce,Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México
be31dfd1-c721-4697-8ee0-f7043c070810,Butler University Friesner Herbarium (BUT)
093030d9-a124-42a8-8cf3-8c6904fefbe7,"Algae Collection, Friday Harbor Laboratories Herbarium"
0a8f691f-004d-41d8-89fb-9f808a8268c5,WNMU Fish Collection (Arctos)
1f9209f0-ecf2-4c3e-8ec5-bfacec1e5b9c,University of Alberta E. H. Strickland Entomological Museum (UASM)
a3b77120-3770-46dd-ba47-6941eff848b3,Texas A&M University Insect Collection
be34dbd9-5d54-4837-9f49-ff423eb18e8b,Illinois Natural History Survey - Amphibian and Reptile Collection
2bfc480c-e5b3-4a9b-9587-a92c22830ace,RBw - Rio de Janeiro Botanical Garden Wood Collection
02ff95c9-5a14-459f-a2e4-7f93d87a7559,"Entomology, Natural History Museum, University of Oslo"
080aa588-2f4c-4d65-8a55-f0b83e8aa7e6,HUTO - Herbário da Universidade de Tocantins
a6966178-9495-4093-9cb2-dfed4acddde6,HBRA - Herbário do Instituto de Estudos Costeiros da Universidade Federal do Pará
16e722d1-cf07-4bb9-a4ff-3c38ab0bcebf,"California State University, Long Beach Mammals"
1844b78c-58c1-4031-98c9-54f97fc16e09,Estudio biosistemático del género Bouteloua de México
2de463f9-9028-400f-a813-a3c0e468b62d,Herbarium specimens of C. Le Gendre (JUN)
295a8445-346f-4ea2-b0cf-4a3863c72cdb,University of Wisconsin-Madison Zoological Museum - Fish
0fa58531-3746-4a37-93e0-362b117abe01,"MorphoSource media, Audubon Core format for recordset 387ae47b-8641-4e3c-ae66-d1e20d93cf32"
a9bb4417-af3e-46e7-a2e0-167d61b49d10,Media Recordset for Bernice P. Bishop Museum
a8f0fbaf-68b3-4e73-83d7-24d238ac966d,NYSM Birds
187a8e18-2f00-4aef-9b15-8fb664a0af44,"Biodiversidad de macroinvertebrados bénticos de la región marina Tijuana-Ensenada Baja California, México"
3f428108-a28d-435e-a1ef-de7ac1853087,Actualización de la información sobre los maíces criollos de Oaxaca
ef2cbc53-5a0d-414c-92a4-7951e5d7d7c6,"Macroalgas marinas de la Región de Zihuatanejo, Gro."
2da2091a-dc52-4d1b-82ba-d13fc09e456a,"Respaldo de las colecciones de tejidos del Museo de Zoología, Departamento de Biología Evolutiva, Facultad de Ciencias, UNAM"
46374ee7-7c70-48d8-bf16-2e6c1626565e,"San Francisco State University, Harry D. Thiers Herbarium"
af7a39b5-5a5b-4179-bcf4-0df30e98475e,Computarización de la Colección de mamíferos del Centro de Investigaciones Biológicas del Noroeste SC
9401f7e8-7d41-4c57-a5da-8839be046935,"Computarización del Herbario ENCB, IPN. Fase IV. Base de datos de la familia Pinaceae y de distintas familias de la clase Magnoliopsida depositadas en el Herbario de la Escuela Nacional de Ciencias Biológicas, IPN"
b26cc2c9-1141-4502-805a-b9dd1d83c321,Inventario florístico de Tetipac y sus alrededores (Sierra de Taxco)
120d557c-c5be-474d-98f0-1ba00ae16b40,"University of Tennessee, Chattanooga"
cb308a44-6749-49d7-b333-66362e70d0f4,Colección de referencia de vectores de Leishmania spp (causante de Leshmaniasis cutánea localizada) de la Península de Yucatán y un estudio preliminar en un área endémica de Quintana Roo
8f3b62fb-56ec-49e8-9f8f-bb257348291f,"University of Nebraska State Museum, C.E. Bessey Herbarium"
b3b89632-0a22-4532-a05b-6830d07542f7,UF Environmental Archaeology North Midden Zooarchaeological Data
6eb1dbc4-ea33-456b-8782-0a953900d37a,William Jewell College Herbarium
23a47a5f-2ac1-4f81-acd3-21d5b82ed22a,Ohio State University Herbarium
81316846-80cb-4913-8941-b31537761eb0,NCSM Vertebrate Paleontology Collection
c5916431-004f-465a-a505-589e2de29c8b,"Algae herbarium TRH, NTNU University Museum"
2b21081c-d5e9-49bd-b29a-0b6e4a551b78,MFS - Herbário Profª. Drª. Marlene Freitas da Silva
0ed0b942-198e-4500-8fe0-1d1ef0785454,SORO - Herbário do Centro de Ciências e Tecnologias para a Sustentabilidade
8eabbc48-2b30-419d-bd8f-eece9185eca1,Mississippi Entomological Museum
3fedbb40-3988-4665-bf86-6b1c89c57215,Birds Specimens
011880b9-7697-4626-946f-258a68f754cb,MSB Bird Collection (Arctos)
69037495-438d-4dba-bf0f-4878073766f1,Colorado Plateau Museum of Arthropod Biodiversity
9c5fea92-a28b-4b6e-94b5-9c939f7369a2,"University of Michigan Museum of Zoology, Division of Mollusks"
b3d3a357-9fa6-453c-9f02-d86a1bbc762a,MSB Host Collection (Arctos)
cb65cf5e-07b8-4d53-a91a-7dce9b8ccf80,Brigham Young University Arthropod Museum
5e24c385-dab9-40a3-a2dd-2cf8758821b6,MAR - Herbário do Maranhão
361efdf7-9845-411c-90bd-e51ec7991e87,HEPH - Herbário Ezechias Paulo Heringer
f885076c-a7ae-4a7b-9769-3f733c6a9ecf,MPM Milwaukee Public Museum Invertebrate Zoology Collection
eac8c59f-3173-4ce6-8772-a421d991b0ff,Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México
bdaa6842-3055-465e-82f6-da577e987cde,VMNH SVDM Paleobotany
d9d38b3f-5173-4051-98a6-2efad16fc8da,Tall Timbers Research Station - Mammals
237d30ca-7675-4840-b4fd-96771fabf518,Herbier du Québec (QUE) - Collection de plantes vasculaires
2e03b83d-d2b9-4a8e-90b5-42b5b1301a92,Canadian Museum of Nature Mollusc Collection
86b2bfc9-ca99-4250-b93a-f86f3777236d,University of Rhode Island Herbarium
5889291d-9105-4740-a30f-2d9d2469c264,Miami University
a711ca61-c052-45e9-8c20-fdb550f50be3,Northern Biodiversity Program Coleoptera (2010-2011)
9dab6ff1-4fec-463b-a7bf-2a28ae708ff1,"Inventario y monitoreo de anfibios y mariposas en la Reserva de Calakmul, Campeche"
6cc31636-c3e5-4887-bbee-2e56621771c4,University of Texas Herbarium
4c9d08ce-71c1-47b8-a572-2d40e5984c49,Salem College
560ba8f5-0dab-46f6-985d-7b37397344cd,Fort Hays State University Sternberg Museum of Natural History - Vertebrate
ea9d9c05-11b3-4514-898e-66bd8560ec5b,"Robert F. Hoover Herbarium, Cal Poly State University"
5ace330b-5888-4a46-a5ac-e428535ed4f3,WFVZ Bird Collections
72161544-62e7-4e30-b399-ac8115c3a250,"Flora útil del Municipio de la Huerta, Jalisco"
02edea37-e897-409a-a372-8865460ba9c1,Abilene Christian University Mammalian Natural History Collection
d767f759-af64-4464-8614-c77ca44cad8d,Gregory P. Setliff Collection - Kutztown University
c5418751-0901-48f9-a74b-481324764113,The Myriapoda & Onychophora collection (MY) of the Muséum national d'Histoire naturelle (MNHN - Paris)
2c07346d-2239-479b-91e4-787a8f589457,UFRN-Fungos - Herbário UFRN - Fungos
68abd0b8-cff1-4c84-a2d9-bd4ac6df4fa4,HUCO - Herbário da Universidade Estadual do Centro-Oeste
8f886a6c-a477-42b0-8587-db4832177be9,Uso y monitoreo de los recursos naturales en el Corredor Biológico Mesoamericano (áreas focales Xpujil-Zoh Laguna y Carrillo Puerto)
8ed556b0-b801-4575-ae53-db7cacbfd0c9,"Base de datos del Municipio General Heliodoro Castillo, Guerrero (120. Sierra Madre del Sur)"
abbf4722-c63b-492f-b183-cb45ad9f5211,Invertebrates Collection of the Swedish Museum of Natural History
ef30a918-b583-41f1-9ac4-4a37591b515a,Tall Timbers Research Station Natural History Museum
ee9d38ef-c1db-44de-b8f2-62acb7049370,Bell Museum fungi
7ed2ce52-26e5-4847-9563-955ae3e97455,The Davidson College Entomology Collection
5e893602-84ca-4c8c-bac1-99111c777582,Texas Tech University - Invertebrate Zoology
5e2f4c81-8c8a-45f3-a220-851f85f86b40,VIES - Herbário Central da Universidade Federal do Espírito Santo
8c813d8c-e589-4ad2-977c-7b952db74130,MBML-Anfibios - Coleção de Anfíbios MBML
e6b4d68a-59b5-4b74-a5ce-daadd930d3ca,UCM Fish Collection (Arctos)
3027c437-cdb3-4072-9410-5a46ec3b1fd5,"University of Vermont, Pringle Herbarium, vascular plants excluding those from New England"
3f321a4a-de68-465c-ade5-763b99b3db3f,MVZ Bird Observations (Arctos)
d78d13a7-3852-4244-ba34-86ef5765fa99,"University of Massachusetts Amherst, Herbarium"
b26fa674-6300-4ea0-a8e3-fc0ce32b5226,Field Museum of Natural History (Geology) Fossil Invertebrates Collection
b5e5c781-765f-4981-af2a-c19c250e2cf0,University of Florida Herbarium
e9633eea-971a-48c6-b6f9-a98c5c12ec10,Museu Paraense Emilio Goeldi - Coleoptera Collection
b880344e-22b2-4540-a56a-1de5f5601a20,University of Michigan Herbarium
52fa1dc5-5184-45d9-ad4a-5c2e715c6da5,Proyecto para compatibilizar el inventario de biota edáfica BGBD con el Sistema Nacional de Información sobre Biodiversidad
1b42f60a-906a-4639-96e7-c5fcfc3231c3,"Inventario florístico de las Cactáceas del estado de Tamaulipas, México"
77e77e52-6927-46bc-b3e8-b1b043f2f3c7,Computarización de la Colección Nacional de insectos Dr. Alfredo Barrera Marín del Museo de Historia Natural de la Ciudad de México
7757c07f-18fd-45c2-84cc-60bd3742e100,SDSM Vertebrate Paleontology Collection
d68063b0-2d3e-4a7c-bf2b-cf2a1fb629f9,"Base de datos de colecciones de maíces nativos, teocintles y Tripsacum de México"
9fc55204-8dc8-467d-b92a-e6f27d1da317,Lyman Entomological Museum (LEMQ)
3b9ecf1e-3c04-4d8b-84cd-9ae48e70e13a,Ohio State University Tetrapod Division - Bird Collection (OSUM)
959c0dc4-fcf3-477e-af63-c00a005dbc0a,"University of Hawaii, Joseph F. Rock Herbarium"
50b4c365-5472-4fe8-8825-b1fa0ac57fb3,UCM Bird Eggs/Nests Collection (Arctos)
6bb853ab-e8ea-43b1-bd83-47318fc4c345,UF Invertebrate Zoology
f77daa20-545c-4fce-812c-cdb4d658dfa5,University of Alberta Museum of Zoology Mammalogy Collection (UAMZ)
3ad82604-c4b3-4fd0-b03e-d8f874062146,KUBI Ornithology Collection
2ccbe8d3-c688-4c20-bf24-68a5ef486519,Swedish Malaise Trap Project (SMTP) Collection Inventory
d1983d53-434a-436e-a698-3a2745eb61dc,"Vascular Plant Collection, Bureau of Land Management, Medford District Herbarium"
2741952c-1674-49cf-9e48-a8d97ef40819,Listado taxonómico de la ictiofauna de la costa de Michoacán
a2e28c8c-78c0-4352-9dfd-d3d6d2c6ee41,Computarización de la colección de myxomycetes y líquenes de Baja California
9a0f0d12-aea7-4be8-9904-ad85f39b2e1c,Biodiversidad de los mamíferos en el Estado de Michoacán
724dc40a-421c-44f8-b426-969f99fa8a1c,Formación del banco de datos del herbario (UCAM)
286b7e6d-b9a6-440c-a843-d27044d9e775,Primera fase de actualización de la Colección de Siphonaptera Alfredo Barrera del Museo de Zoología Alfonso Herrera
1a70a966-b196-4e05-8e87-5072e6da023f,Niveles y patrones de variación genética del género Abies en México
9204dc40-4014-4738-b12b-1782c63eb163,Formación de la colección de referencia de anfibios y reptiles de la Reserva de la Biosfera de Sian Ka'an
703b5bdc-4581-47e3-b4b6-e6f32d0eec54,"Vascular plant herbarium, Tromsø Museum"
e7080e87-d140-4014-85ea-da02d70c6fa1,Museu Paraense Emilio Goeldi - Amblypygi Collection
fa83c2bd-926c-42f1-8cd4-d57c5fd21f33,FSUCML Zoological Collections
c004cf67-eafc-49f9-99bd-b8198e2234ed,Naturalis Biodiversity Center (NL) - Hymenoptera
778c8bef-370c-4a17-a4e1-bbfad7fff176,TTRS Ornithology
3501e0a6-1420-45b9-bbf9-77349e79e9d7,University of Rhode Island
d8f04cbf-f08f-4ec4-a6ae-3d473244fb16,"Inventario de las mariposas de la selva baja de las sierras de Taxco-Huautla, Guerrero (RTP120)"
c3115ab6-3a4d-465e-81e7-f06d4d6fd39a,Collection botanique Lamy de la Chapelle E. (BOUM)
b3f10d7b-6763-4f79-9789-f6abc68b9720,Fairchild Tropical Botanic Garden Herbarium
25e4ea2d-74ef-4251-b461-6ceb3c812bf1,Tasmanian Museum and Art Gallery provider for OZCAM
5a9ae910-9e4b-488b-af8e-88074fabc3a4,"Charles B. Graves Herbarium, Connecticut College"
3d4401cb-b3dd-48bd-912a-709bb4ecf5f8,St. Andrews University
91c5eec8-0cdc-4be2-9a99-a15ae5ec3edc,Cornell Plant Pathology Herbarium
c4f0b43b-1a43-43bc-b302-2aecd37d8054,HSU Vertebrate Museum Amphibian Collection
95773ebb-2f5f-43f0-a652-bfd8d5f4707a,"Ohio State Acarology Laboratory (OSAL), Ohio State University"
d621e959-2633-4ec1-a2a2-5d97cd818b47,CU Invertebrate Paleontology
312cf3f1-2913-4c63-9ba8-0b870cd3c120,University of North Carolina at Asheville
910eadc8-8131-428c-b28a-91d0e2890f1d,"Delaware State University, Claude E. Phillips Herbarium"
0fb6618f-f8d6-4361-8b2d-0923d4aa3c09,Coconino National Forest Herbarium
f89ada44-88df-46f0-bc61-cc46d9c84673,Natural History Institute Herbarium
d4863ab9-f1b1-4dbc-944e-fc415e585fc7,Caracterización y evaluación de la pesquería de escribano en la región norte de Quintana Roo
755d800f-0156-4139-b813-27369a1ebf32,Diversidad y distribución geográfica de las especies de culícidos de importancia médica en la región centro-occidental de México
2cbea272-fd0d-4759-aba6-0183f243447a,"Reconocimiento de la biodiversidad de la Reserva de la Biósfera Calakmul: Odonata, psocóptera y díptera acuáticos (Insecta)"
6649f781-fc4a-410f-a366-208e16241942,VIMS Nunnally Ichthyology Collection
a4c4e0ee-38dd-47fd-9b06-ce4cc011e111,Canadian Museum of Nature Mammal Collection
